delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,traffic_condition,weather,delivery_time_minutes,tip_amount
DL04827,O04827,D0365,2.32,23,High,Clear,53.1,41.48
DL04828,O04828,D0492,6.13,33,Low,Cloudy,68.1,34.46
DL04829,O04829,D0070,9.2,22,Medium,Cloudy,73.8,28.58
DL04830,O04830,D0285,8.79,10,High,Clear,66.3,152.71
DL04831,O04831,D0022,7.74,42,Low,Cloudy,79.4,48.65
DL04832,O04832,D0398,7.7,26,High,Cloudy,81.8,156.31
DL04833,O04833,D0390,1.23,23,Medium,Rainy,62.3,28.09
DL04834,O04834,D0300,1.3,26,High,Cloudy,66.1,83.69
DL04835,O04835,D0063,6.71,25,Medium,Clear,61.5,133.49
DL04836,O04836,D0178,8.21,16,Medium,Rainy,78.3,25.76
DL04837,O04837,D0375,10.46,21,Medium,Cloudy,70.0,156.17
DL04838,O04838,D0125,10.31,32,High,Clear,94.9,35.02
DL04839,O04839,D0317,14.79,15,Medium,Clear,86.2,18.96
DL04840,O04840,D0020,6.49,39,Low,Cloudy,73.9,49.09
DL04841,O04841,D0459,2.77,31,Medium,Clear,51.9,128.29
DL04842,O04842,D0450,5.21,10,High,Rainy,68.8,229.97
DL04843,O04843,D0108,11.73,12,Low,Rainy,71.7,89.3
DL04844,O04844,D0345,4.41,10,Medium,Clear,33.5,50.71
DL04845,O04845,D0143,12.44,42,Medium,Clear,101.8,40.29
DL04846,O04846,D0422,12.28,20,High,Cloudy,97.6,31.06
DL04847,O04847,D0133,7.57,41,Medium,Clear,89.2,39.22
DL04848,O04848,D0271,11.22,28,Medium,Clear,75.3,44.78
DL04849,O04849,D0474,12.22,30,Low,Clear,79.2,190.88
DL04850,O04850,D0011,11.17,20,High,Cloudy,97.3,45.76
DL04851,O04851,D0495,5.38,31,Low,Rainy,69.0,86.02
DL04852,O04852,D0435,3.38,28,Medium,Clear,62.4,133.62
DL04853,O04853,D0033,2.67,37,Medium,Cloudy,66.1,155.68
DL04854,O04854,D0101,14.49,41,Medium,Clear,108.6,157.81
DL04855,O04855,D0381,2.32,35,Medium,Rainy,72.0,94.4
DL04856,O04856,D0164,7.17,28,High,Clear,80.1,47.85
DL04857,O04857,D0425,2.42,24,High,Clear,65.4,209.24
DL04858,O04858,D0358,12.13,14,Medium,Clear,72.5,66.89
DL04859,O04859,D0331,8.74,21,Low,Clear,57.1,110.49
DL04860,O04860,D0163,3.46,32,High,Clear,73.8,243.05
DL04861,O04861,D0313,14.44,26,Medium,Clear,91.7,135.79
DL04862,O04862,D0320,12.88,20,Medium,Clear,74.7,27.65
DL04863,O04863,D0201,2.78,40,High,Clear,69.0,116.98
DL04864,O04864,D0075,12.39,17,High,Clear,77.8,63.17
DL04865,O04865,D0489,12.82,31,Medium,Clear,88.9,16.98
DL04866,O04866,D0417,11.81,41,High,Rainy,129.4,63.24
DL04867,O04867,D0237,5.92,19,Low,Cloudy,43.5,78.66
DL04868,O04868,D0033,4.59,15,Low,Clear,32.4,15.63
DL04869,O04869,D0091,8.35,44,Medium,Clear,97.6,48.43
DL04870,O04870,D0402,7.64,20,High,Clear,73.1,141.68
DL04871,O04871,D0395,9.17,27,Medium,Clear,70.1,35.29
DL04872,O04872,D0318,6.85,42,Medium,Clear,81.8,16.27
DL04873,O04873,D0303,3.95,22,Low,Clear,40.8,222.92
DL04874,O04874,D0094,8.98,14,Medium,Cloudy,64.0,125.59
DL04875,O04875,D0317,8.53,34,Medium,Rainy,95.9,52.39
DL04876,O04876,D0336,13.72,13,Medium,Clear,73.1,204.45
DL04877,O04877,D0440,9.89,38,Medium,Clear,90.4,53.02
DL04878,O04878,D0024,11.77,33,Low,Clear,74.4,21.72
DL04879,O04879,D0193,6.98,30,Low,Clear,63.9,25.3
DL04880,O04880,D0331,12.51,20,Medium,Clear,76.1,31.35
DL04881,O04881,D0262,5.34,36,Medium,Cloudy,84.6,118.42
DL04882,O04882,D0076,14.69,19,High,Clear,98.4,153.1
DL04883,O04883,D0282,12.42,20,Low,Clear,71.2,87.63
DL04884,O04884,D0339,1.06,18,Low,Rainy,46.4,69.44
DL04885,O04885,D0449,12.45,12,Low,Rainy,71.9,5.38
DL04886,O04886,D0245,8.53,15,High,Cloudy,71.7,14.55
DL04887,O04887,D0482,9.12,34,Low,Clear,67.8,53.12
DL04888,O04888,D0182,14.98,16,Medium,Cloudy,89.3,17.23
DL04889,O04889,D0190,11.05,36,Medium,Cloudy,92.7,162.14
DL04890,O04890,D0340,2.82,31,Low,Clear,54.2,79.42
DL04891,O04891,D0268,11.56,28,High,Cloudy,98.3,42.71
DL04892,O04892,D0152,3.79,39,Medium,Rainy,82.8,52.51
DL04893,O04893,D0480,14.09,31,Low,Cloudy,87.7,40.64
DL04894,O04894,D0481,4.69,32,Medium,Clear,65.9,212.77
DL04895,O04895,D0295,7.46,21,Medium,Clear,62.6,54.9
DL04896,O04896,D0330,12.38,11,High,Clear,72.3,125.43
DL04897,O04897,D0150,14.5,38,Medium,Clear,100.2,72.8
DL04898,O04898,D0432,3.2,38,Low,Rainy,73.0,110.34
DL04899,O04899,D0252,1.97,23,Medium,Rainy,60.8,28.8
DL04900,O04900,D0495,12.06,18,Medium,Clear,74.3,222.94
DL04901,O04901,D0233,13.08,35,Medium,Clear,95.7,191.59
DL04902,O04902,D0206,9.43,38,Medium,Clear,89.1,151.38
DL04903,O04903,D0004,3.39,14,Medium,Cloudy,49.2,132.69
DL04904,O04904,D0029,3.2,31,High,Cloudy,71.3,78.64
DL04905,O04905,D0134,7.45,38,Medium,Clear,75.8,21.2
DL04906,O04906,D0047,3.71,22,Medium,Cloudy,63.1,32.52
DL04907,O04907,D0055,5.86,27,Low,Cloudy,62.4,126.98
DL04908,O04908,D0488,12.12,16,Medium,Cloudy,72.3,34.55
DL04909,O04909,D0234,2.48,22,Medium,Clear,47.0,11.3
DL04910,O04910,D0103,5.25,30,High,Cloudy,87.6,46.42
DL04911,O04911,D0439,6.55,37,High,Cloudy,87.5,153.87
DL04912,O04912,D0246,4.18,12,Medium,Clear,60.1,228.65
DL04913,O04913,D0433,10.92,37,Medium,Clear,92.3,3.4
DL04914,O04914,D0409,7.56,31,Low,Rainy,80.2,39.99
DL04915,O04915,D0173,14.25,42,Medium,Clear,109.4,51.9
DL04916,O04916,D0136,5.76,22,Low,Clear,46.4,155.42
DL04917,O04917,D0267,13.96,14,High,Clear,91.2,185.15
DL04918,O04918,D0385,8.96,17,Medium,Clear,67.6,111.66
DL04919,O04919,D0454,8.54,11,Medium,Clear,58.7,121.73
DL04920,O04920,D0358,4.29,26,Low,Clear,51.3,34.17
DL04921,O04921,D0156,14.27,13,High,Rainy,110.4,33.29
DL04922,O04922,D0224,5.46,28,Medium,Rainy,85.0,4.4
DL04923,O04923,D0393,8.65,43,Low,Cloudy,80.7,167.81
DL04924,O04924,D0098,14.15,26,Low,Cloudy,80.6,5.07
DL04925,O04925,D0049,12.91,34,Medium,Cloudy,102.6,136.53
DL04926,O04926,D0450,5.32,14,Medium,Cloudy,55.4,217.7
DL04927,O04927,D0150,12.27,26,Medium,Rainy,99.0,11.8
DL04928,O04928,D0423,10.53,20,Low,Rainy,75.6,137.56
DL04929,O04929,D0407,1.47,25,Low,Cloudy,42.4,85.76
DL04930,O04930,D0061,7.9,25,Medium,Clear,71.6,195.61
DL04931,O04931,D0243,6.91,15,Medium,Clear,56.5,109.95
DL04932,O04932,D0372,10.22,27,High,Clear,81.6,60.34
DL04933,O04933,D0323,10.84,12,High,Clear,71.6,38.99
DL04934,O04934,D0427,10.86,27,Medium,Clear,84.8,53.17
DL04935,O04935,D0173,7.44,16,Medium,Rainy,71.8,203.33
DL04936,O04936,D0336,14.26,20,Medium,Rainy,97.2,25.81
DL04937,O04937,D0041,1.99,24,Medium,Clear,56.2,207.12
DL04938,O04938,D0094,10.08,23,Medium,Clear,75.0,19.63
DL04939,O04939,D0147,7.15,32,Low,Clear,63.6,177.03
DL04940,O04940,D0300,4.26,26,High,Rainy,76.2,137.03
DL04941,O04941,D0026,2.91,31,Low,Rainy,67.1,72.59
DL04942,O04942,D0144,7.47,33,High,Clear,80.4,7.41
DL04943,O04943,D0406,5.27,36,Medium,Clear,74.7,67.42
DL04944,O04944,D0134,4.07,26,Medium,Cloudy,53.8,12.12
DL04945,O04945,D0037,1.51,32,High,Clear,60.8,23.49
DL04946,O04946,D0453,5.38,16,Medium,Clear,53.6,39.93
DL04947,O04947,D0491,14.05,10,Medium,Clear,78.5,35.83
DL04948,O04948,D0206,8.54,36,Medium,Clear,70.9,105.39
DL04949,O04949,D0152,4.38,43,High,Cloudy,92.6,60.92
DL04950,O04950,D0462,14.66,24,High,Clear,99.8,94.43
DL04951,O04951,D0457,10.12,27,Low,Rainy,87.9,12.53
DL04952,O04952,D0168,8.1,13,High,Clear,70.8,12.73
DL04953,O04953,D0376,14.07,38,Low,Clear,87.2,4.03
DL04954,O04954,D0203,11.93,32,Low,Clear,72.3,48.14
DL04955,O04955,D0394,8.45,31,High,Rainy,96.6,108.06
DL04956,O04956,D0159,1.1,29,High,Rainy,67.3,50.65
DL04957,O04957,D0179,6.8,31,Medium,Rainy,80.9,124.21
DL04958,O04958,D0438,12.2,21,Medium,Clear,86.9,76.51
DL04959,O04959,D0217,4.99,44,Low,Cloudy,85.9,20.83
DL04960,O04960,D0309,1.76,35,Medium,Clear,55.8,13.93
DL04961,O04961,D0148,9.51,23,Medium,Clear,70.4,136.17
DL04962,O04962,D0381,13.59,29,Low,Clear,86.5,35.59
DL04963,O04963,D0159,14.84,21,Medium,Clear,82.6,225.28
DL04964,O04964,D0144,2.6,18,Medium,Clear,56.8,36.28
DL04965,O04965,D0357,14.47,42,Medium,Clear,112.1,11.76
DL04966,O04966,D0070,6.37,33,Low,Clear,63.0,32.85
DL04967,O04967,D0299,11.44,18,Low,Rainy,78.7,56.75
DL04968,O04968,D0123,3.86,33,Low,Cloudy,66.0,13.63
DL04969,O04969,D0267,10.42,39,Medium,Clear,90.3,63.44
DL04970,O04970,D0432,10.4,14,Medium,Rainy,72.4,158.3
DL04971,O04971,D0119,4.95,17,Low,Clear,40.7,108.09
DL04972,O04972,D0424,7.24,24,Medium,Clear,72.7,29.37
DL04973,O04973,D0403,6.8,29,Medium,Clear,68.1,37.3
DL04974,O04974,D0065,10.17,24,High,Clear,87.6,4.01
DL04975,O04975,D0186,14.68,31,High,Clear,103.9,270.8
DL04976,O04976,D0155,8.98,41,Low,Rainy,98.9,12.44
DL04977,O04977,D0469,8.62,15,Low,Clear,52.4,6.22
DL04978,O04978,D0169,5.73,42,Medium,Rainy,100.1,65.14
DL04979,O04979,D0398,10.49,20,Low,Clear,61.2,47.85
DL04980,O04980,D0249,12.85,37,Medium,Rainy,115.1,42.79
DL04981,O04981,D0340,2.38,12,High,Clear,46.3,137.94
DL04982,O04982,D0419,4.38,12,Medium,Cloudy,53.3,18.84
DL04983,O04983,D0357,9.3,38,High,Clear,100.0,35.93
DL04984,O04984,D0223,2.18,20,Low,Clear,43.2,48.39
DL04985,O04985,D0002,5.87,41,Medium,Clear,77.6,20.57
DL04986,O04986,D0466,7.71,24,Medium,Clear,66.6,185.37
DL04987,O04987,D0213,12.28,13,Medium,Clear,62.7,53.07
DL04988,O04988,D0089,8.37,41,Medium,Clear,91.8,37.08
DL04989,O04989,D0013,6.32,43,Low,Clear,64.8,39.28
DL04990,O04990,D0036,3.06,19,Medium,Rainy,50.2,74.99
DL04991,O04991,D0081,3.83,39,Medium,Rainy,85.7,236.41
DL04992,O04992,D0238,8.25,27,High,Clear,78.9,62.93
DL04993,O04993,D0204,12.27,26,Medium,Cloudy,92.8,24.75
DL04994,O04994,D0426,6.59,14,Medium,Clear,58.6,133.09
DL04995,O04995,D0214,4.19,17,High,Rainy,64.5,99.35
DL04996,O04996,D0408,6.31,14,High,Clear,67.6,76.06
DL04997,O04997,D0015,1.77,26,Medium,Clear,46.0,170.61
DL04998,O04998,D0135,8.43,36,Low,Rainy,87.9,118.39
DL04999,O04999,D0131,2.04,41,Medium,Rainy,91.9,26.63
DL05000,O05000,D0148,12.9,16,High,Rainy,98.5,43.42
DL05001,O05001,D0381,11.69,31,High,Clear,99.5,22.24
DL05002,O05002,D0427,10.85,21,High,Clear,84.9,60.46
DL05003,O05003,D0026,14.23,33,Low,Clear,83.9,248.2
DL05004,O05004,D0045,13.45,26,High,Rainy,110.5,148.73
DL05005,O05005,D0028,1.04,16,Low,Clear,24.4,205.48
DL05006,O05006,D0373,11.91,26,High,Rainy,105.1,35.72
DL05007,O05007,D0355,9.19,29,Low,Rainy,87.6,30.79
DL05008,O05008,D0045,7.1,36,Medium,Clear,80.1,37.16
DL05009,O05009,D0188,5.02,19,Low,Cloudy,51.3,77.39
DL05010,O05010,D0296,3.75,15,Low,Clear,45.5,68.85
DL05011,O05011,D0009,13.35,41,Low,Clear,97.9,136.77
DL05012,O05012,D0071,6.08,17,Medium,Cloudy,60.5,71.63
DL05013,O05013,D0296,7.27,28,High,Clear,73.0,85.13
DL05014,O05014,D0398,10.98,28,Medium,Clear,78.1,85.72
DL05015,O05015,D0466,12.0,31,Low,Cloudy,73.9,145.92
DL05016,O05016,D0266,9.76,44,Low,Cloudy,87.1,38.75
DL05017,O05017,D0483,6.87,37,Low,Clear,75.7,37.09
DL05018,O05018,D0253,1.9,42,Low,Clear,51.5,175.96
DL05019,O05019,D0304,9.56,15,Medium,Clear,66.4,115.29
DL05020,O05020,D0399,12.85,21,Medium,Rainy,90.6,7.69
DL05021,O05021,D0173,1.64,42,High,Cloudy,80.7,111.12
DL05022,O05022,D0196,5.94,43,Medium,Clear,85.0,176.42
DL05023,O05023,D0240,4.47,21,Medium,Clear,45.7,61.92
DL05024,O05024,D0186,8.56,12,High,Clear,71.0,175.6
DL05025,O05025,D0498,1.15,37,Medium,Clear,60.2,187.87
DL05026,O05026,D0147,13.36,20,Medium,Clear,78.8,189.07
DL05027,O05027,D0120,12.08,25,High,Clear,89.2,14.76
DL05028,O05028,D0176,2.46,12,Medium,Clear,40.5,179.07
DL05029,O05029,D0028,13.49,31,Low,Cloudy,90.9,14.62
DL05030,O05030,D0428,11.74,24,Medium,Rainy,93.1,48.45
DL05031,O05031,D0471,14.39,44,Medium,Clear,109.5,219.12
DL05032,O05032,D0022,4.62,29,Medium,Cloudy,75.0,124.01
DL05033,O05033,D0086,12.97,13,Medium,Cloudy,76.2,79.34
DL05034,O05034,D0482,3.04,38,High,Rainy,85.3,17.74
DL05035,O05035,D0168,10.75,29,Medium,Clear,85.0,91.67
DL05036,O05036,D0459,2.01,38,Low,Rainy,78.3,41.03
DL05037,O05037,D0300,11.0,23,Medium,Rainy,92.6,13.21
DL05038,O05038,D0102,3.12,10,Low,Clear,27.6,36.36
DL05039,O05039,D0496,11.29,27,Low,Clear,68.9,91.49
DL05040,O05040,D0031,7.16,26,Low,Cloudy,59.6,93.41
DL05041,O05041,D0091,2.88,24,High,Clear,60.2,257.4
DL05042,O05042,D0261,9.0,34,Medium,Clear,78.0,31.93
DL05043,O05043,D0490,1.35,22,Low,Clear,41.2,72.46
DL05044,O05044,D0413,4.32,42,High,Clear,87.1,48.36
DL05045,O05045,D0197,5.09,33,High,Clear,69.7,114.78
DL05046,O05046,D0127,14.89,43,High,Cloudy,124.9,115.14
DL05047,O05047,D0338,12.12,20,Low,Rainy,75.0,108.67
DL05048,O05048,D0093,5.37,34,Low,Clear,61.1,34.69
DL05049,O05049,D0194,6.11,41,Low,Cloudy,76.2,111.01
DL05050,O05050,D0270,7.14,10,High,Clear,65.7,25.24
DL05051,O05051,D0471,12.04,38,Medium,Clear,97.9,23.98
DL05052,O05052,D0443,10.53,20,Low,Clear,64.5,40.8
DL05053,O05053,D0053,8.58,31,High,Cloudy,96.7,44.61
DL05054,O05054,D0157,7.26,21,Medium,Clear,65.4,249.51
DL05055,O05055,D0487,4.56,10,High,Clear,53.9,87.51
DL05056,O05056,D0456,7.35,25,Medium,Clear,63.7,164.32
DL05057,O05057,D0388,11.87,25,Medium,Cloudy,83.2,72.85
DL05058,O05058,D0229,7.27,12,Medium,Clear,51.0,66.14
DL05059,O05059,D0416,8.33,39,Medium,Clear,83.3,183.64
DL05060,O05060,D0305,5.74,12,Low,Clear,45.3,87.07
DL05061,O05061,D0166,7.8,44,Low,Cloudy,85.3,20.61
DL05062,O05062,D0093,11.64,40,High,Clear,101.2,18.02
DL05063,O05063,D0157,13.91,44,High,Cloudy,122.3,20.42
DL05064,O05064,D0380,7.94,21,Medium,Rainy,83.3,211.87
DL05065,O05065,D0385,3.07,39,Medium,Clear,67.1,70.17
DL05066,O05066,D0387,11.84,34,Low,Rainy,96.7,106.28
DL05067,O05067,D0298,11.62,32,Medium,Cloudy,87.2,39.16
DL05068,O05068,D0109,10.46,26,Medium,Clear,76.6,125.05
DL05069,O05069,D0467,9.17,10,Medium,Rainy,71.7,142.4
DL05070,O05070,D0206,5.49,26,Medium,Cloudy,63.9,39.76
DL05071,O05071,D0416,11.47,44,Medium,Clear,104.0,138.24
DL05072,O05072,D0279,14.78,27,Medium,Rainy,110.3,181.58
DL05073,O05073,D0491,7.57,19,Medium,Clear,63.4,52.88
DL05074,O05074,D0154,3.28,42,Medium,Cloudy,71.6,213.96
DL05075,O05075,D0338,4.15,15,High,Clear,64.4,185.46
DL05076,O05076,D0491,4.6,30,Medium,Cloudy,69.4,48.88
DL05077,O05077,D0463,9.91,39,Low,Clear,78.7,11.09
DL05078,O05078,D0345,11.74,35,Low,Cloudy,94.1,210.8
DL05079,O05079,D0228,5.89,16,Medium,Clear,56.2,89.72
DL05080,O05080,D0491,11.24,30,Medium,Clear,82.0,82.29
DL05081,O05081,D0166,2.23,42,Medium,Clear,66.1,44.32
DL05082,O05082,D0278,13.56,12,High,Cloudy,84.1,37.09
DL05083,O05083,D0210,1.95,21,Medium,Clear,48.5,175.87
DL05084,O05084,D0268,12.23,42,Low,Cloudy,103.8,48.82
DL05085,O05085,D0063,10.94,33,Medium,Clear,85.6,131.34
DL05086,O05086,D0475,10.04,16,Medium,Clear,61.3,160.75
DL05087,O05087,D0112,1.85,17,Low,Rainy,44.0,174.79
DL05088,O05088,D0340,8.27,44,Medium,Rainy,101.1,25.02
DL05089,O05089,D0400,2.72,16,High,Rainy,72.9,43.21
DL05090,O05090,D0498,7.15,13,High,Rainy,82.0,70.49
DL05091,O05091,D0186,3.38,43,Medium,Clear,73.5,147.43
DL05092,O05092,D0366,3.16,31,Low,Clear,55.2,26.11
DL05093,O05093,D0113,9.01,42,Low,Clear,84.3,29.43
DL05094,O05094,D0399,4.97,20,High,Rainy,78.5,36.23
DL05095,O05095,D0074,11.79,18,Medium,Clear,71.7,104.1
DL05096,O05096,D0487,4.54,24,High,Clear,72.5,208.56
DL05097,O05097,D0133,5.7,37,High,Clear,89.2,216.2
DL05098,O05098,D0491,9.28,39,Medium,Cloudy,90.7,50.92
DL05099,O05099,D0117,1.12,32,High,Clear,53.7,115.57
DL05100,O05100,D0099,12.78,13,Low,Clear,66.1,23.78
DL05101,O05101,D0337,2.28,23,Low,Clear,38.8,42.09
DL05102,O05102,D0307,1.38,28,Low,Rainy,51.4,117.4
DL05103,O05103,D0297,11.82,33,Low,Clear,83.0,23.3
DL05104,O05104,D0382,12.2,16,High,Cloudy,93.1,66.9
DL05105,O05105,D0478,9.92,27,Medium,Rainy,95.3,108.98
DL05106,O05106,D0388,12.64,24,Low,Rainy,90.8,18.23
DL05107,O05107,D0431,13.84,14,Low,Clear,70.7,35.45
DL05108,O05108,D0150,4.14,29,Medium,Clear,59.3,117.0
DL05109,O05109,D0031,7.29,16,Medium,Rainy,78.5,26.1
DL05110,O05110,D0157,6.67,19,High,Clear,67.4,85.72
DL05111,O05111,D0425,3.36,10,Medium,Cloudy,39.9,50.16
DL05112,O05112,D0189,4.71,43,Low,Rainy,84.5,108.08
DL05113,O05113,D0437,6.73,32,Low,Rainy,73.6,20.21
DL05114,O05114,D0016,2.42,39,Medium,Clear,65.9,39.77
DL05115,O05115,D0055,11.59,28,Low,Clear,67.3,64.29
DL05116,O05116,D0473,9.52,42,High,Clear,97.5,135.85
DL05117,O05117,D0145,13.92,43,Medium,Rainy,122.6,129.92
DL05118,O05118,D0018,1.44,25,Medium,Clear,53.1,21.37
DL05119,O05119,D0485,10.11,43,Medium,Clear,93.6,149.85
DL05120,O05120,D0421,11.99,39,Low,Clear,81.4,41.29
DL05121,O05121,D0060,8.15,33,Medium,Rainy,96.4,31.02
DL05122,O05122,D0285,14.52,41,Medium,Clear,111.7,262.81
DL05123,O05123,D0233,1.54,25,Medium,Rainy,59.8,39.65
DL05124,O05124,D0219,8.34,28,Medium,Rainy,86.5,256.15
DL05125,O05125,D0095,5.38,12,Medium,Clear,46.5,119.97
DL05126,O05126,D0215,14.63,26,High,Clear,94.7,13.44
DL05127,O05127,D0106,14.4,40,Medium,Clear,99.4,30.08
DL05128,O05128,D0345,2.36,12,Low,Clear,29.0,22.88
DL05129,O05129,D0251,6.5,21,Low,Clear,52.1,257.36
DL05130,O05130,D0119,4.09,39,Medium,Clear,79.8,84.05
DL05131,O05131,D0406,12.62,15,Medium,Clear,68.7,32.22
DL05132,O05132,D0054,13.76,22,Medium,Rainy,92.1,20.59
DL05133,O05133,D0461,13.4,43,High,Cloudy,108.9,126.31
DL05134,O05134,D0337,6.0,14,High,Clear,64.1,70.03
DL05135,O05135,D0045,5.23,31,Medium,Clear,70.6,28.78
DL05136,O05136,D0103,10.47,18,Low,Cloudy,62.3,148.45
DL05137,O05137,D0436,14.03,42,Medium,Cloudy,109.1,15.41
DL05138,O05138,D0380,1.86,36,Low,Clear,46.9,38.05
DL05139,O05139,D0442,1.8,21,Low,Rainy,50.1,96.28
DL05140,O05140,D0131,6.65,27,High,Clear,78.6,48.34
DL05141,O05141,D0129,6.86,18,Medium,Rainy,85.4,28.37
DL05142,O05142,D0183,7.9,34,High,Rainy,97.0,42.56
DL05143,O05143,D0234,7.99,39,High,Cloudy,92.0,23.98
DL05144,O05144,D0367,7.5,25,Medium,Cloudy,66.8,6.64
DL05145,O05145,D0301,11.96,36,High,Clear,100.5,97.84
DL05146,O05146,D0313,11.71,32,Medium,Rainy,109.5,36.58
DL05147,O05147,D0273,11.51,15,Low,Rainy,73.3,168.89
DL05148,O05148,D0285,5.57,40,Medium,Clear,78.1,95.83
DL05149,O05149,D0018,1.26,23,Medium,Clear,39.5,117.61
DL05150,O05150,D0234,12.51,36,Medium,Rainy,102.1,130.82
DL05151,O05151,D0116,13.98,26,High,Clear,96.5,237.72
DL05152,O05152,D0393,9.04,15,Medium,Clear,74.5,124.55
DL05153,O05153,D0090,2.69,23,Low,Clear,33.0,203.08
DL05154,O05154,D0088,3.21,28,Low,Rainy,68.6,116.09
DL05155,O05155,D0097,12.99,19,Medium,Cloudy,81.4,74.97
DL05156,O05156,D0076,10.28,40,Low,Clear,73.9,181.08
DL05157,O05157,D0235,4.44,36,Low,Clear,52.7,29.47
DL05158,O05158,D0107,3.61,12,Medium,Clear,50.7,42.97
DL05159,O05159,D0143,5.09,37,Medium,Cloudy,75.2,75.58
DL05160,O05160,D0372,5.31,33,Medium,Clear,68.8,64.59
DL05161,O05161,D0462,12.44,20,Medium,Clear,83.5,127.76
DL05162,O05162,D0009,13.56,20,Low,Rainy,86.4,125.78
DL05163,O05163,D0159,4.52,40,Medium,Clear,77.9,70.62
DL05164,O05164,D0098,3.69,23,Low,Cloudy,48.6,126.2
DL05165,O05165,D0386,8.74,20,High,Clear,73.1,84.72
DL05166,O05166,D0438,8.95,15,Medium,Clear,58.8,118.6
DL05167,O05167,D0048,4.18,10,Low,Clear,38.8,8.92
DL05168,O05168,D0102,12.45,21,Medium,Clear,80.3,73.68
DL05169,O05169,D0109,13.88,11,Low,Clear,63.0,35.27
DL05170,O05170,D0102,2.14,18,Medium,Clear,36.1,141.0
DL05171,O05171,D0378,11.63,25,Low,Clear,73.9,83.1
DL05172,O05172,D0129,8.02,43,Medium,Clear,98.1,17.93
DL05173,O05173,D0121,3.74,10,Medium,Clear,43.9,15.33
DL05174,O05174,D0063,7.01,42,High,Clear,91.2,32.61
DL05175,O05175,D0252,8.09,11,Low,Clear,48.4,9.51
DL05176,O05176,D0493,9.2,38,Medium,Clear,91.9,57.78
DL05177,O05177,D0034,1.47,18,Medium,Cloudy,40.0,68.78
DL05178,O05178,D0471,10.75,17,Medium,Cloudy,68.8,115.93
DL05179,O05179,D0193,8.12,37,High,Clear,88.6,36.11
DL05180,O05180,D0225,9.96,12,Low,Cloudy,58.7,132.33
DL05181,O05181,D0267,12.9,20,High,Clear,84.2,36.51
DL05182,O05182,D0368,8.92,10,Low,Clear,47.3,166.25
DL05183,O05183,D0009,13.54,15,Low,Clear,54.3,64.95
DL05184,O05184,D0263,12.1,22,Low,Cloudy,73.3,42.8
DL05185,O05185,D0046,9.82,36,Medium,Cloudy,94.9,62.22
DL05186,O05186,D0421,9.14,32,Medium,Rainy,95.3,40.07
DL05187,O05187,D0122,7.05,43,Medium,Cloudy,95.8,148.13
DL05188,O05188,D0371,13.32,41,Medium,Rainy,115.3,69.86
DL05189,O05189,D0344,6.79,38,Medium,Clear,81.6,86.18
DL05190,O05190,D0177,1.29,15,Low,Clear,28.8,56.71
DL05191,O05191,D0264,1.47,23,Medium,Clear,56.6,11.25
DL05192,O05192,D0317,13.96,23,Low,Clear,73.7,121.34
DL05193,O05193,D0164,2.66,42,Low,Clear,48.6,186.41
DL05194,O05194,D0386,12.02,33,Medium,Rainy,99.1,18.74
DL05195,O05195,D0375,12.9,44,High,Cloudy,121.9,18.46
DL05196,O05196,D0500,8.72,20,Low,Cloudy,65.4,188.88
DL05197,O05197,D0045,12.76,23,Medium,Cloudy,84.1,109.98
DL05198,O05198,D0116,2.49,35,Low,Cloudy,50.6,13.15
DL05199,O05199,D0390,14.99,35,High,Clear,112.1,200.27
DL05200,O05200,D0242,9.36,43,Medium,Cloudy,93.3,27.51
DL05201,O05201,D0421,12.94,24,Medium,Clear,83.7,170.75
DL05202,O05202,D0441,4.83,37,Low,Clear,60.8,113.61
DL05203,O05203,D0460,5.36,40,High,Clear,85.6,192.46
DL05204,O05204,D0019,3.15,11,Medium,Rainy,58.4,157.4
DL05205,O05205,D0308,11.03,31,Low,Rainy,79.1,19.28
DL05206,O05206,D0221,1.33,44,Medium,Rainy,84.3,6.26
DL05207,O05207,D0211,2.51,27,Low,Rainy,59.6,114.36
DL05208,O05208,D0287,3.42,41,Low,Cloudy,71.0,39.23
DL05209,O05209,D0047,10.67,44,Low,Rainy,100.3,120.06
DL05210,O05210,D0423,10.16,15,Low,Clear,57.7,130.37
DL05211,O05211,D0253,9.7,13,High,Clear,73.3,38.29
DL05212,O05212,D0221,6.77,39,Medium,Clear,76.3,109.48
DL05213,O05213,D0307,14.08,21,Medium,Clear,81.5,72.18
DL05214,O05214,D0311,14.48,17,High,Rainy,109.8,89.37
DL05215,O05215,D0405,6.18,30,High,Clear,74.2,54.73
DL05216,O05216,D0483,8.37,40,Medium,Cloudy,91.6,49.02
DL05217,O05217,D0417,10.72,31,Low,Rainy,86.2,137.73
DL05218,O05218,D0277,4.75,23,Low,Cloudy,52.3,109.34
DL05219,O05219,D0377,11.68,18,Medium,Clear,74.1,42.19
DL05220,O05220,D0010,11.77,42,Medium,Clear,91.5,200.86
DL05221,O05221,D0132,8.01,25,High,Clear,86.4,62.81
DL05222,O05222,D0304,6.82,27,Low,Clear,59.7,113.97
DL05223,O05223,D0313,9.97,25,High,Cloudy,89.5,29.54
DL05224,O05224,D0140,1.23,39,Low,Clear,50.2,29.07
DL05225,O05225,D0123,12.98,21,Medium,Clear,87.0,82.44
