payment_id,order_id,payment_method,payment_status,payment_amount
P04827,O04827,UPI,Completed,348.73
P04828,O04828,Credit Card,Completed,559.7
P04829,O04829,Cash,Completed,399.88
P04830,O04830,Debit Card,Completed,1272.4
P04831,O04831,Credit Card,Failed,1237.69
P04832,O04832,Credit Card,Completed,1213.73
P04833,O04833,Credit Card,Completed,1319.59
P04834,O04834,Debit Card,Completed,1648.09
P04835,O04835,Credit Card,Refunded,1835.75
P04836,O04836,Cash,Completed,537.71
P04837,O04837,Credit Card,Completed,1216.77
P04838,O04838,UPI,Completed,248.84
P04839,O04839,Credit Card,Completed,328.27
P04840,O04840,UPI,Completed,1343.24
P04841,O04841,Credit Card,Completed,1024.5
P04842,O04842,UPI,Completed,1540.83
P04843,O04843,Debit Card,Completed,908.79
P04844,O04844,Credit Card,Completed,342.44
P04845,O04845,UPI,Completed,1756.9
P04846,O04846,Credit Card,Completed,257.49
P04847,O04847,Credit Card,Completed,459.03
P04848,O04848,Cash,Completed,626.26
P04849,O04849,UPI,Completed,1991.03
P04850,O04850,UPI,Completed,892.03
P04851,O04851,Credit Card,Completed,1053.25
P04852,O04852,Cash,Completed,1562.42
P04853,O04853,Debit Card,Completed,1309.19
P04854,O04854,Credit Card,Completed,1698.7
P04855,O04855,UPI,Completed,1024.22
P04856,O04856,Cash,Completed,1947.14
P04857,O04857,Credit Card,Completed,1613.94
P04858,O04858,UPI,Completed,862.59
P04859,O04859,Cash,Completed,824.42
P04860,O04860,UPI,Completed,1866.03
P04861,O04861,Cash,Completed,1400.39
P04862,O04862,UPI,Completed,1280.72
P04863,O04863,Cash,Failed,1539.88
P04864,O04864,UPI,Completed,1165.58
P04865,O04865,Credit Card,Completed,402.42
P04866,O04866,Credit Card,Completed,706.51
P04867,O04867,UPI,Completed,1160.1
P04868,O04868,UPI,Completed,134.52
P04869,O04869,UPI,Completed,930.97
P04870,O04870,UPI,Completed,1536.03
P04871,O04871,Credit Card,Completed,412.04
P04872,O04872,UPI,Completed,222.66
P04873,O04873,Credit Card,Completed,1688.46
P04874,O04874,UPI,Completed,1272.82
P04875,O04875,Credit Card,Completed,435.5
P04876,O04876,Cash,Completed,1631.98
P04877,O04877,Cash,Completed,1350.45
P04878,O04878,Debit Card,Completed,734.83
P04879,O04879,UPI,Completed,814.77
P04880,O04880,UPI,Completed,396.19
P04881,O04881,Credit Card,Completed,1686.99
P04882,O04882,UPI,Completed,1067.11
P04883,O04883,Credit Card,Completed,1158.34
P04884,O04884,Credit Card,Completed,1778.63
P04885,O04885,Credit Card,Completed,130.08
P04886,O04886,Debit Card,Completed,227.15
P04887,O04887,UPI,Completed,407.0
P04888,O04888,UPI,Completed,157.07
P04889,O04889,Credit Card,Completed,1350.5
P04890,O04890,Cash,Completed,1304.37
P04891,O04891,Credit Card,Completed,500.52
P04892,O04892,Debit Card,Failed,383.87
P04893,O04893,UPI,Completed,376.8
P04894,O04894,Debit Card,Completed,1911.16
P04895,O04895,UPI,Completed,1417.66
P04896,O04896,UPI,Completed,1212.31
P04897,O04897,Cash,Completed,712.73
P04898,O04898,UPI,Completed,922.78
P04899,O04899,UPI,Completed,269.87
P04900,O04900,UPI,Completed,1996.49
P04901,O04901,UPI,Completed,1534.66
P04902,O04902,Credit Card,Refunded,1280.76
P04903,O04903,UPI,Completed,1216.76
P04904,O04904,Debit Card,Completed,1058.2
P04905,O04905,UPI,Completed,589.11
P04906,O04906,UPI,Completed,530.14
P04907,O04907,Credit Card,Completed,1144.11
P04908,O04908,Debit Card,Refunded,233.38
P04909,O04909,Debit Card,Refunded,241.49
P04910,O04910,Debit Card,Failed,1165.55
P04911,O04911,Cash,Completed,1847.64
P04912,O04912,Credit Card,Completed,1837.12
P04913,O04913,Credit Card,Completed,120.57
P04914,O04914,Credit Card,Completed,304.05
P04915,O04915,UPI,Completed,1207.85
P04916,O04916,Cash,Completed,1712.1
P04917,O04917,Credit Card,Completed,1913.45
P04918,O04918,Credit Card,Completed,1735.11
P04919,O04919,UPI,Completed,1387.46
P04920,O04920,UPI,Completed,481.0
P04921,O04921,UPI,Completed,237.98
P04922,O04922,Credit Card,Completed,190.28
P04923,O04923,UPI,Completed,1262.95
P04924,O04924,Debit Card,Completed,168.76
P04925,O04925,Credit Card,Completed,1504.56
P04926,O04926,Cash,Completed,1453.69
P04927,O04927,Debit Card,Completed,251.26
P04928,O04928,UPI,Completed,1822.58
P04929,O04929,UPI,Completed,1091.67
P04930,O04930,Cash,Completed,1818.43
P04931,O04931,Cash,Completed,1813.06
P04932,O04932,UPI,Completed,474.36
P04933,O04933,Credit Card,Completed,823.1
P04934,O04934,UPI,Completed,355.79
P04935,O04935,UPI,Completed,1572.46
P04936,O04936,Credit Card,Completed,1057.84
P04937,O04937,Credit Card,Completed,1864.73
P04938,O04938,UPI,Completed,495.61
P04939,O04939,Credit Card,Completed,1407.9
P04940,O04940,UPI,Completed,1979.55
P04941,O04941,UPI,Refunded,1364.22
P04942,O04942,UPI,Completed,230.67
P04943,O04943,UPI,Completed,1218.01
P04944,O04944,UPI,Completed,441.7
P04945,O04945,Credit Card,Completed,157.96
P04946,O04946,Credit Card,Completed,736.43
P04947,O04947,Credit Card,Completed,605.6
P04948,O04948,Credit Card,Completed,1598.66
P04949,O04949,Debit Card,Completed,809.99
P04950,O04950,UPI,Completed,1492.62
P04951,O04951,Cash,Completed,130.85
P04952,O04952,Cash,Completed,128.14
P04953,O04953,Credit Card,Completed,155.7
P04954,O04954,Debit Card,Completed,516.78
P04955,O04955,Debit Card,Completed,810.58
P04956,O04956,Credit Card,Completed,1254.91
P04957,O04957,UPI,Completed,1973.24
P04958,O04958,Debit Card,Completed,773.38
P04959,O04959,Debit Card,Completed,205.75
P04960,O04960,Credit Card,Completed,470.31
P04961,O04961,UPI,Completed,1805.92
P04962,O04962,UPI,Completed,1428.82
P04963,O04963,UPI,Completed,1601.38
P04964,O04964,Credit Card,Completed,335.92
P04965,O04965,UPI,Completed,356.48
P04966,O04966,UPI,Completed,313.27
P04967,O04967,UPI,Failed,1728.62
P04968,O04968,UPI,Completed,498.94
P04969,O04969,UPI,Completed,1321.99
P04970,O04970,UPI,Completed,1080.72
P04971,O04971,UPI,Completed,1134.34
P04972,O04972,UPI,Completed,471.33
P04973,O04973,Debit Card,Completed,1306.97
P04974,O04974,UPI,Completed,181.89
P04975,O04975,UPI,Completed,1987.6
P04976,O04976,Cash,Completed,150.84
P04977,O04977,Credit Card,Completed,195.3
P04978,O04978,Credit Card,Completed,716.83
P04979,O04979,UPI,Completed,1680.09
P04980,O04980,UPI,Completed,588.66
P04981,O04981,UPI,Completed,996.68
P04982,O04982,Debit Card,Completed,134.16
P04983,O04983,Debit Card,Completed,249.87
P04984,O04984,Cash,Completed,1255.14
P04985,O04985,Credit Card,Completed,469.28
P04986,O04986,Cash,Completed,1419.08
P04987,O04987,UPI,Completed,1592.24
P04988,O04988,UPI,Completed,1715.63
P04989,O04989,Debit Card,Failed,354.22
P04990,O04990,UPI,Completed,965.47
P04991,O04991,Cash,Completed,1899.45
P04992,O04992,UPI,Completed,1566.96
P04993,O04993,UPI,Completed,322.22
P04994,O04994,Credit Card,Completed,1054.75
P04995,O04995,UPI,Completed,1852.52
P04996,O04996,UPI,Completed,936.07
P04997,O04997,Credit Card,Completed,1691.09
P04998,O04998,Debit Card,Completed,1042.1
P04999,O04999,UPI,Completed,302.94
P05000,O05000,UPI,Completed,380.92
P05001,O05001,UPI,Completed,188.68
P05002,O05002,UPI,Completed,471.1
P05003,O05003,Debit Card,Completed,1797.87
P05004,O05004,UPI,Completed,1335.38
P05005,O05005,UPI,Completed,1503.83
P05006,O05006,Debit Card,Completed,1281.16
P05007,O05007,Cash,Completed,834.42
P05008,O05008,UPI,Completed,512.04
P05009,O05009,Credit Card,Completed,1858.67
P05010,O05010,Debit Card,Completed,1078.18
P05011,O05011,Cash,Completed,1014.09
P05012,O05012,Cash,Completed,1992.6
P05013,O05013,Cash,Completed,829.47
P05014,O05014,UPI,Completed,1722.84
P05015,O05015,UPI,Completed,1738.45
P05016,O05016,UPI,Completed,542.07
P05017,O05017,Credit Card,Failed,280.2
P05018,O05018,UPI,Completed,1953.68
P05019,O05019,UPI,Completed,909.2
P05020,O05020,Debit Card,Completed,104.22
P05021,O05021,Debit Card,Completed,1048.13
P05022,O05022,UPI,Completed,1276.67
P05023,O05023,Credit Card,Completed,1574.57
P05024,O05024,Credit Card,Completed,1891.59
P05025,O05025,Debit Card,Completed,1838.82
P05026,O05026,Credit Card,Completed,1886.26
P05027,O05027,UPI,Failed,161.04
P05028,O05028,UPI,Completed,1452.37
P05029,O05029,Debit Card,Completed,529.13
P05030,O05030,UPI,Completed,456.35
P05031,O05031,UPI,Completed,1620.61
P05032,O05032,UPI,Completed,892.55
P05033,O05033,UPI,Completed,1841.54
P05034,O05034,UPI,Completed,180.63
P05035,O05035,Cash,Completed,1624.14
P05036,O05036,UPI,Completed,359.99
P05037,O05037,Credit Card,Completed,435.5
P05038,O05038,Cash,Completed,1006.97
P05039,O05039,Credit Card,Completed,851.62
P05040,O05040,UPI,Completed,1023.73
P05041,O05041,UPI,Completed,1886.05
P05042,O05042,UPI,Failed,1349.04
P05043,O05043,UPI,Completed,651.59
P05044,O05044,UPI,Completed,428.53
P05045,O05045,Debit Card,Completed,898.09
P05046,O05046,Credit Card,Completed,958.12
P05047,O05047,UPI,Completed,1242.46
P05048,O05048,UPI,Completed,605.41
P05049,O05049,Credit Card,Completed,1558.27
P05050,O05050,UPI,Completed,287.07
P05051,O05051,UPI,Completed,1164.86
P05052,O05052,Credit Card,Completed,1284.71
P05053,O05053,Debit Card,Failed,492.98
P05054,O05054,Debit Card,Completed,1669.42
P05055,O05055,Credit Card,Completed,1269.32
P05056,O05056,UPI,Completed,1326.87
P05057,O05057,Debit Card,Completed,1045.71
P05058,O05058,Debit Card,Completed,1828.23
P05059,O05059,Debit Card,Completed,1418.46
P05060,O05060,Debit Card,Refunded,825.49
P05061,O05061,Credit Card,Failed,553.35
P05062,O05062,Credit Card,Completed,235.02
P05063,O05063,Debit Card,Completed,414.19
P05064,O05064,UPI,Completed,1986.1
P05065,O05065,UPI,Completed,872.86
P05066,O05066,UPI,Completed,1807.51
P05067,O05067,UPI,Completed,424.08
P05068,O05068,Credit Card,Completed,908.19
P05069,O05069,UPI,Completed,1924.99
P05070,O05070,UPI,Completed,273.15
P05071,O05071,UPI,Completed,1228.57
P05072,O05072,UPI,Completed,1846.43
P05073,O05073,Cash,Completed,1904.4
P05074,O05074,Debit Card,Completed,1707.41
P05075,O05075,Credit Card,Completed,1726.28
P05076,O05076,UPI,Completed,1339.15
P05077,O05077,Debit Card,Completed,518.8
P05078,O05078,Debit Card,Completed,1488.29
P05079,O05079,UPI,Completed,1958.93
P05080,O05080,Credit Card,Completed,1099.27
P05081,O05081,Debit Card,Completed,595.32
P05082,O05082,Credit Card,Completed,1189.6
P05083,O05083,Cash,Completed,1412.16
P05084,O05084,Credit Card,Completed,495.73
P05085,O05085,Credit Card,Completed,1466.46
P05086,O05086,Debit Card,Completed,1216.12
P05087,O05087,UPI,Completed,1263.46
P05088,O05088,UPI,Completed,681.38
P05089,O05089,UPI,Completed,395.01
P05090,O05090,UPI,Completed,1284.55
P05091,O05091,Debit Card,Completed,1213.84
P05092,O05092,UPI,Completed,742.22
P05093,O05093,Credit Card,Completed,662.2
P05094,O05094,UPI,Completed,759.76
P05095,O05095,UPI,Completed,1030.78
P05096,O05096,Cash,Completed,1952.16
P05097,O05097,Credit Card,Completed,1550.77
P05098,O05098,UPI,Completed,1718.31
P05099,O05099,Debit Card,Completed,1060.73
P05100,O05100,Debit Card,Completed,1099.63
P05101,O05101,Cash,Completed,488.22
P05102,O05102,Credit Card,Completed,1469.99
P05103,O05103,UPI,Completed,901.01
P05104,O05104,Debit Card,Completed,1510.65
P05105,O05105,Debit Card,Completed,877.21
P05106,O05106,UPI,Completed,306.18
P05107,O05107,Credit Card,Completed,428.8
P05108,O05108,UPI,Completed,1641.98
P05109,O05109,Cash,Completed,591.37
P05110,O05110,Debit Card,Completed,602.27
P05111,O05111,UPI,Completed,1865.8
P05112,O05112,UPI,Completed,1349.51
P05113,O05113,UPI,Completed,317.18
P05114,O05114,UPI,Completed,372.81
P05115,O05115,UPI,Completed,617.5
P05116,O05116,UPI,Completed,1228.59
P05117,O05117,Credit Card,Completed,1530.37
P05118,O05118,Credit Card,Completed,621.54
P05119,O05119,UPI,Completed,1754.22
P05120,O05120,UPI,Completed,307.44
P05121,O05121,UPI,Completed,494.44
P05122,O05122,UPI,Completed,1943.88
P05123,O05123,UPI,Completed,356.02
P05124,O05124,UPI,Completed,1787.41
P05125,O05125,Cash,Completed,1437.48
P05126,O05126,Credit Card,Completed,238.87
P05127,O05127,UPI,Completed,1019.04
P05128,O05128,Credit Card,Completed,1086.06
P05129,O05129,Cash,Completed,1871.07
P05130,O05130,UPI,Completed,900.1
P05131,O05131,Credit Card,Completed,948.85
P05132,O05132,UPI,Completed,313.72
P05133,O05133,UPI,Completed,1314.43
P05134,O05134,UPI,Completed,500.7
P05135,O05135,UPI,Completed,247.31
P05136,O05136,Debit Card,Completed,1994.15
P05137,O05137,UPI,Completed,612.3
P05138,O05138,Credit Card,Completed,368.0
P05139,O05139,Credit Card,Completed,1429.03
P05140,O05140,UPI,Completed,1661.2
P05141,O05141,Credit Card,Completed,221.75
P05142,O05142,Debit Card,Completed,300.25
P05143,O05143,UPI,Completed,271.33
P05144,O05144,UPI,Completed,189.22
P05145,O05145,Debit Card,Refunded,1352.97
P05146,O05146,UPI,Completed,1217.8
P05147,O05147,Credit Card,Failed,1359.33
P05148,O05148,UPI,Completed,1060.77
P05149,O05149,Debit Card,Completed,1653.26
P05150,O05150,Cash,Completed,1138.67
P05151,O05151,Cash,Completed,1845.62
P05152,O05152,UPI,Completed,1022.73
P05153,O05153,Credit Card,Completed,1602.25
P05154,O05154,Credit Card,Completed,873.98
P05155,O05155,UPI,Completed,926.93
P05156,O05156,Debit Card,Completed,1713.08
P05157,O05157,Debit Card,Completed,304.55
P05158,O05158,Debit Card,Completed,1173.34
P05159,O05159,Debit Card,Completed,1480.04
P05160,O05160,Credit Card,Completed,1525.8
P05161,O05161,Credit Card,Completed,1223.84
P05162,O05162,UPI,Completed,951.32
P05163,O05163,Debit Card,Completed,595.49
P05164,O05164,Debit Card,Completed,1827.91
P05165,O05165,Debit Card,Completed,802.6
P05166,O05166,UPI,Completed,1618.08
P05167,O05167,UPI,Completed,160.16
P05168,O05168,UPI,Completed,541.12
P05169,O05169,UPI,Completed,756.61
P05170,O05170,Debit Card,Completed,1375.99
P05171,O05171,UPI,Completed,706.73
P05172,O05172,Credit Card,Completed,178.59
P05173,O05173,Credit Card,Completed,430.35
P05174,O05174,Debit Card,Completed,592.41
P05175,O05175,Credit Card,Completed,434.49
P05176,O05176,Credit Card,Completed,487.08
P05177,O05177,UPI,Completed,1561.02
P05178,O05178,UPI,Completed,882.86
P05179,O05179,UPI,Completed,869.84
P05180,O05180,UPI,Completed,1936.55
P05181,O05181,UPI,Completed,948.73
P05182,O05182,UPI,Completed,1862.55
P05183,O05183,Debit Card,Completed,668.22
P05184,O05184,Credit Card,Completed,861.19
P05185,O05185,Debit Card,Completed,852.94
P05186,O05186,UPI,Completed,1137.55
P05187,O05187,Credit Card,Completed,1210.07
P05188,O05188,Debit Card,Failed,571.44
P05189,O05189,Credit Card,Refunded,1607.81
P05190,O05190,Credit Card,Completed,1043.4
P05191,O05191,UPI,Completed,113.38
P05192,O05192,Debit Card,Completed,1223.55
P05193,O05193,Debit Card,Completed,1616.31
P05194,O05194,Debit Card,Completed,575.89
P05195,O05195,Cash,Refunded,171.95
P05196,O05196,Debit Card,Completed,1633.64
P05197,O05197,UPI,Completed,1954.93
P05198,O05198,UPI,Completed,245.47
P05199,O05199,Cash,Completed,1882.27
P05200,O05200,UPI,Completed,782.62
P05201,O05201,Cash,Completed,1888.74
P05202,O05202,Debit Card,Completed,1332.79
P05203,O05203,UPI,Completed,1791.46
P05204,O05204,Credit Card,Completed,1593.08
P05205,O05205,Cash,Completed,153.2
P05206,O05206,UPI,Completed,224.34
P05207,O05207,Debit Card,Completed,1098.91
P05208,O05208,UPI,Completed,346.28
P05209,O05209,UPI,Completed,975.97
P05210,O05210,UPI,Completed,1913.8
P05211,O05211,UPI,Completed,660.04
P05212,O05212,UPI,Completed,1028.93
P05213,O05213,Cash,Completed,830.09
P05214,O05214,UPI,Completed,1296.67
P05215,O05215,UPI,Completed,468.31
P05216,O05216,Debit Card,Completed,593.88
P05217,O05217,UPI,Refunded,1731.66
P05218,O05218,Credit Card,Completed,1641.54
P05219,O05219,Debit Card,Completed,1599.46
P05220,O05220,Debit Card,Completed,1564.75
P05221,O05221,Debit Card,Completed,972.93
P05222,O05222,UPI,Completed,1484.89
P05223,O05223,Credit Card,Completed,835.69
P05224,O05224,UPI,Completed,291.35
P05225,O05225,Credit Card,Completed,847.41
P05226,O05226,UPI,Completed,401.46
P05227,O05227,Debit Card,Failed,842.62
P05228,O05228,Cash,Completed,665.11
P05229,O05229,UPI,Completed,1238.41
P05230,O05230,UPI,Completed,786.93
P05231,O05231,Credit Card,Completed,1440.62
P05232,O05232,Cash,Completed,1073.08
P05233,O05233,UPI,Completed,1847.04
P05234,O05234,UPI,Completed,272.95
P05235,O05235,Cash,Failed,1406.65
P05236,O05236,UPI,Completed,1377.55
P05237,O05237,Credit Card,Completed,1906.19
P05238,O05238,Debit Card,Completed,805.95
P05239,O05239,Credit Card,Refunded,680.33
P05240,O05240,UPI,Completed,427.55
P05241,O05241,Credit Card,Completed,604.05
P05242,O05242,UPI,Completed,1053.59
P05243,O05243,UPI,Completed,1691.65
P05244,O05244,Debit Card,Completed,640.14
P05245,O05245,Debit Card,Completed,399.71
P05246,O05246,Credit Card,Completed,617.04
P05247,O05247,Credit Card,Completed,291.76
P05248,O05248,UPI,Completed,1860.72
P05249,O05249,Debit Card,Completed,1757.99
P05250,O05250,Debit Card,Completed,686.13
P05251,O05251,Debit Card,Completed,569.28
P05252,O05252,Credit Card,Completed,1820.25
P05253,O05253,Debit Card,Completed,103.37
P05254,O05254,Debit Card,Completed,1241.1
P05255,O05255,UPI,Completed,1840.41
P05256,O05256,UPI,Completed,1066.26
P05257,O05257,UPI,Completed,105.64
P05258,O05258,UPI,Completed,515.86
P05259,O05259,Debit Card,Completed,1852.64
P05260,O05260,Credit Card,Refunded,132.34
P05261,O05261,Credit Card,Completed,850.08
P05262,O05262,Debit Card,Completed,1600.51
P05263,O05263,UPI,Completed,1692.37
P05264,O05264,Debit Card,Refunded,1007.46
P05265,O05265,Debit Card,Completed,541.72
P05266,O05266,Credit Card,Completed,1239.44
P05267,O05267,Credit Card,Completed,601.18
P05268,O05268,UPI,Completed,585.0
P05269,O05269,Debit Card,Completed,1634.44
P05270,O05270,UPI,Completed,393.11
P05271,O05271,UPI,Failed,110.49
P05272,O05272,Credit Card,Completed,739.87
P05273,O05273,UPI,Failed,1032.85
P05274,O05274,UPI,Completed,1439.65
P05275,O05275,Credit Card,Completed,1584.12
P05276,O05276,Credit Card,Completed,1360.69
P05277,O05277,Debit Card,Completed,1290.37
P05278,O05278,Credit Card,Completed,1364.92
P05279,O05279,Credit Card,Completed,615.9
P05280,O05280,Debit Card,Completed,826.49
P05281,O05281,Debit Card,Completed,1271.23
P05282,O05282,UPI,Completed,224.58
P05283,O05283,UPI,Completed,661.12
P05284,O05284,Credit Card,Completed,872.2
P05285,O05285,Credit Card,Completed,1113.54
P05286,O05286,Credit Card,Completed,1024.32
P05287,O05287,UPI,Failed,1464.45
P05288,O05288,Debit Card,Refunded,999.51
P05289,O05289,UPI,Completed,1817.85
P05290,O05290,UPI,Completed,822.6
P05291,O05291,UPI,Completed,1098.21
P05292,O05292,Debit Card,Completed,106.1
P05293,O05293,UPI,Completed,689.91
P05294,O05294,Debit Card,Refunded,1746.49
P05295,O05295,Cash,Completed,733.8
P05296,O05296,Credit Card,Failed,581.05
P05297,O05297,UPI,Completed,1132.72
P05298,O05298,UPI,Completed,249.59
P05299,O05299,UPI,Completed,1110.05
P05300,O05300,Credit Card,Completed,676.97
P05301,O05301,UPI,Completed,827.9
P05302,O05302,Cash,Completed,1603.59
P05303,O05303,UPI,Failed,1357.73
P05304,O05304,Cash,Completed,947.6
P05305,O05305,Debit Card,Completed,1197.28
P05306,O05306,UPI,Completed,1557.03
P05307,O05307,UPI,Completed,1516.99
P05308,O05308,Cash,Completed,452.11
P05309,O05309,UPI,Completed,671.75
P05310,O05310,Credit Card,Completed,761.65
P05311,O05311,Credit Card,Failed,456.33
P05312,O05312,Debit Card,Refunded,123.11
P05313,O05313,Credit Card,Refunded,430.54
P05314,O05314,UPI,Completed,1635.66
P05315,O05315,Debit Card,Completed,1137.25
P05316,O05316,UPI,Completed,749.15
P05317,O05317,Cash,Completed,1255.85
P05318,O05318,UPI,Completed,1505.68
P05319,O05319,UPI,Completed,773.41
P05320,O05320,Debit Card,Completed,985.54
P05321,O05321,UPI,Completed,222.01
P05322,O05322,Credit Card,Completed,1234.47
P05323,O05323,Debit Card,Completed,777.17
P05324,O05324,UPI,Completed,923.69
P05325,O05325,UPI,Completed,902.94
P05326,O05326,Debit Card,Completed,1301.58
P05327,O05327,Debit Card,Completed,1187.68
P05328,O05328,Debit Card,Completed,902.0
P05329,O05329,UPI,Completed,132.21
P05330,O05330,UPI,Completed,1279.83
P05331,O05331,UPI,Completed,1771.2
P05332,O05332,Debit Card,Completed,1562.15
P05333,O05333,UPI,Completed,1965.07
P05334,O05334,Credit Card,Completed,364.24
P05335,O05335,UPI,Completed,522.79
P05336,O05336,Credit Card,Completed,1124.61
P05337,O05337,UPI,Completed,548.18
P05338,O05338,Credit Card,Completed,165.64
P05339,O05339,UPI,Completed,864.35
P05340,O05340,Credit Card,Completed,646.52
P05341,O05341,Debit Card,Completed,601.15
P05342,O05342,UPI,Completed,1911.03
P05343,O05343,Credit Card,Completed,553.06
P05344,O05344,UPI,Completed,345.92
P05345,O05345,Credit Card,Completed,338.11
P05346,O05346,Debit Card,Completed,1632.02
P05347,O05347,UPI,Completed,1458.21
P05348,O05348,UPI,Failed,346.02
P05349,O05349,UPI,Completed,517.53
P05350,O05350,UPI,Completed,1519.95
P05351,O05351,UPI,Completed,621.77
P05352,O05352,Cash,Completed,1964.93
P05353,O05353,Cash,Completed,1127.08
P05354,O05354,Credit Card,Failed,464.82
P05355,O05355,Debit Card,Failed,1731.74
P05356,O05356,UPI,Completed,707.0
P05357,O05357,Debit Card,Completed,648.73
P05358,O05358,Debit Card,Completed,722.14
P05359,O05359,UPI,Completed,1559.57
P05360,O05360,Debit Card,Completed,429.1
P05361,O05361,UPI,Completed,825.39
P05362,O05362,Debit Card,Failed,158.58
P05363,O05363,Credit Card,Completed,1670.59
P05364,O05364,UPI,Completed,747.37
P05365,O05365,Debit Card,Completed,571.53
P05366,O05366,UPI,Completed,1201.8
P05367,O05367,Cash,Completed,1439.48
P05368,O05368,UPI,Completed,1644.5
P05369,O05369,UPI,Completed,760.79
P05370,O05370,UPI,Refunded,1643.37
P05371,O05371,UPI,Completed,983.27
P05372,O05372,UPI,Refunded,292.17
P05373,O05373,UPI,Completed,1707.98
P05374,O05374,Credit Card,Completed,1140.51
P05375,O05375,Credit Card,Failed,1244.69
P05376,O05376,Debit Card,Completed,1881.23
P05377,O05377,Cash,Completed,1162.39
P05378,O05378,Debit Card,Completed,110.61
P05379,O05379,UPI,Completed,1754.17
P05380,O05380,Credit Card,Completed,641.03
P05381,O05381,UPI,Completed,1053.36
P05382,O05382,UPI,Completed,489.28
P05383,O05383,Cash,Completed,664.27
P05384,O05384,UPI,Completed,1404.63
P05385,O05385,UPI,Completed,916.19
P05386,O05386,Cash,Failed,1291.55
P05387,O05387,UPI,Completed,1664.79
P05388,O05388,UPI,Failed,747.56
P05389,O05389,Credit Card,Completed,1179.85
P05390,O05390,UPI,Completed,1577.42
P05391,O05391,UPI,Completed,1458.73
P05392,O05392,UPI,Completed,1125.7
P05393,O05393,Credit Card,Completed,828.43
P05394,O05394,UPI,Completed,874.25
P05395,O05395,UPI,Completed,922.96
P05396,O05396,Credit Card,Completed,762.81
P05397,O05397,UPI,Completed,1428.24
P05398,O05398,Credit Card,Completed,338.29
P05399,O05399,Credit Card,Completed,1938.16
P05400,O05400,Cash,Completed,1580.07
P05401,O05401,UPI,Completed,666.51
P05402,O05402,UPI,Completed,180.84
P05403,O05403,UPI,Completed,1451.48
P05404,O05404,Debit Card,Completed,1495.28
P05405,O05405,Cash,Completed,1930.88
P05406,O05406,Debit Card,Failed,582.04
P05407,O05407,Debit Card,Completed,257.18
P05408,O05408,UPI,Completed,1838.76
P05409,O05409,UPI,Completed,591.43
P05410,O05410,Debit Card,Completed,1470.91
P05411,O05411,UPI,Completed,215.25
P05412,O05412,UPI,Completed,1545.11
P05413,O05413,UPI,Failed,341.35
P05414,O05414,UPI,Completed,1421.61
P05415,O05415,UPI,Completed,1111.45
P05416,O05416,Credit Card,Completed,1915.43
P05417,O05417,UPI,Completed,170.14
P05418,O05418,UPI,Completed,654.89
P05419,O05419,Credit Card,Completed,232.07
P05420,O05420,UPI,Completed,1770.48
P05421,O05421,UPI,Completed,1228.41
P05422,O05422,UPI,Completed,1116.44
P05423,O05423,Credit Card,Completed,349.77
P05424,O05424,Debit Card,Completed,1029.16
P05425,O05425,Credit Card,Refunded,857.54
P05426,O05426,UPI,Completed,699.93
P05427,O05427,Debit Card,Completed,1567.16
P05428,O05428,Credit Card,Completed,216.42
P05429,O05429,UPI,Completed,1328.7
P05430,O05430,UPI,Completed,1663.69
P05431,O05431,UPI,Completed,1823.88
P05432,O05432,UPI,Completed,1517.24
P05433,O05433,UPI,Completed,636.67
P05434,O05434,Credit Card,Completed,1240.96
P05435,O05435,UPI,Completed,368.67
P05436,O05436,UPI,Completed,322.42
P05437,O05437,Debit Card,Completed,1313.39
P05438,O05438,UPI,Completed,1717.1
P05439,O05439,Credit Card,Completed,227.77
P05440,O05440,Debit Card,Completed,301.41
P05441,O05441,Debit Card,Completed,1174.65
P05442,O05442,UPI,Completed,514.6
P05443,O05443,UPI,Completed,1262.45
P05444,O05444,Credit Card,Completed,507.63
P05445,O05445,Credit Card,Completed,321.32
P05446,O05446,Credit Card,Completed,1136.59
P05447,O05447,UPI,Completed,1738.17
P05448,O05448,Credit Card,Completed,1401.73
P05449,O05449,Credit Card,Completed,1655.58
P05450,O05450,UPI,Completed,606.04
P05451,O05451,UPI,Completed,1783.36
P05452,O05452,Credit Card,Completed,816.37
P05453,O05453,Debit Card,Completed,1719.65
P05454,O05454,UPI,Refunded,995.23
P05455,O05455,UPI,Completed,608.93
P05456,O05456,Credit Card,Completed,594.49
P05457,O05457,UPI,Completed,1178.57
P05458,O05458,Cash,Completed,250.12
P05459,O05459,UPI,Completed,1867.11
P05460,O05460,UPI,Completed,615.78
P05461,O05461,UPI,Completed,737.69
P05462,O05462,Credit Card,Completed,543.27
P05463,O05463,Credit Card,Completed,105.72
P05464,O05464,Cash,Completed,1415.85
P05465,O05465,UPI,Completed,1222.05
P05466,O05466,Credit Card,Completed,1638.32
P05467,O05467,UPI,Completed,177.92
P05468,O05468,UPI,Completed,1864.45
P05469,O05469,Debit Card,Completed,728.69
P05470,O05470,UPI,Completed,1834.83
P05471,O05471,UPI,Completed,303.55
P05472,O05472,UPI,Completed,1513.45
P05473,O05473,UPI,Completed,1200.78
P05474,O05474,Credit Card,Completed,780.56
P05475,O05475,Debit Card,Completed,250.37
P05476,O05476,Credit Card,Completed,1249.0
P05477,O05477,Debit Card,Completed,150.24
P05478,O05478,Debit Card,Completed,1052.44
