order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,weather,traffic_condition,order_status
O05449,C01558,R0050,2025-02-19 15:00:00,1655.58,2,Clear,Medium,Completed
O05450,C00921,R0037,2025-03-30 22:00:00,606.04,3,Rainy,High,Completed
O05451,C01180,R0013,2025-03-27 10:00:00,1783.36,5,Clear,High,Completed
O05452,C01654,R0025,2025-03-06 15:00:00,816.37,2,Clear,Medium,Cancelled
O05453,C00852,R0096,2025-01-05 01:00:00,1719.65,6,Clear,High,Completed
O05454,C00935,R0001,2025-03-15 22:00:00,995.23,4,Clear,High,Completed
O05455,C01987,R0049,2025-03-06 09:00:00,608.93,1,Rainy,Low,Completed
O05456,C00901,R0035,2025-01-14 08:00:00,594.49,5,Clear,High,Completed
O05457,C01729,R0083,2025-01-23 05:00:00,1178.57,1,Cloudy,Medium,Completed
O05458,C00399,R0053,2025-02-20 07:00:00,250.12,4,Cloudy,High,Completed
O05459,C01370,R0052,2025-01-18 08:00:00,1867.11,1,Clear,Low,Completed
O05460,C01219,R0054,2025-02-21 13:00:00,615.78,2,Rainy,Low,Completed
O05461,C00168,R0076,2025-02-05 07:00:00,737.69,1,Clear,High,Completed
O05462,C00377,R0047,2025-01-28 21:00:00,543.27,2,Cloudy,Medium,Completed
O05463,C01513,R0043,2025-03-22 23:00:00,105.72,3,Cloudy,High,Completed
O05464,C01775,R0020,2025-03-29 12:00:00,1415.85,5,Cloudy,High,Completed
O05465,C01386,R0033,2025-01-31 20:00:00,1222.05,1,Cloudy,High,Completed
O05466,C01506,R0093,2025-01-01 22:00:00,1638.32,2,Rainy,High,Completed
O05467,C01268,R0016,2025-03-10 22:00:00,177.92,4,Rainy,High,Completed
O05468,C01605,R0078,2025-01-20 03:00:00,1864.45,6,Cloudy,Medium,Completed
O05469,C00607,R0007,2025-01-28 01:00:00,728.69,4,Clear,Medium,Completed
O05470,C01011,R0070,2025-01-21 01:00:00,1834.83,2,Clear,High,Completed
O05471,C00589,R0021,2025-01-05 23:00:00,303.55,5,Rainy,Medium,Completed
O05472,C01195,R0036,2025-01-29 00:00:00,1513.45,3,Rainy,Medium,Completed
O05473,C01537,R0086,2025-03-20 12:00:00,1200.78,3,Clear,High,Completed
O05474,C01430,R0054,2025-01-14 05:00:00,780.56,5,Clear,High,Completed
O05475,C01598,R0019,2025-02-06 03:00:00,250.37,6,Rainy,High,Completed
O05476,C01231,R0025,2025-01-17 09:00:00,1249.0,1,Cloudy,Medium,Completed
O05477,C01178,R0067,2025-02-10 10:00:00,150.24,2,Clear,Medium,Completed
O05478,C01810,R0100,2025-01-14 00:00:00,1052.44,3,Cloudy,Medium,Completed
O05479,C00048,R0053,2025-02-23 10:00:00,1248.0,5,Clear,Low,Completed
O05480,C01673,R0098,2025-03-27 21:00:00,1491.8,3,Clear,Low,Cancelled
O05481,C01025,R0075,2025-01-04 04:00:00,1983.54,3,Clear,Low,Completed
O05482,C01771,R0048,2025-01-18 00:00:00,594.18,1,Clear,High,Completed
O05483,C01929,R0042,2025-01-31 23:00:00,712.54,3,Clear,High,Completed
O05484,C01792,R0047,2025-01-19 00:00:00,748.18,2,Rainy,Medium,Completed
O05485,C01431,R0091,2025-03-03 14:00:00,1490.01,5,Clear,Medium,Completed
O05486,C01131,R0042,2025-03-11 21:00:00,1870.46,6,Cloudy,Low,Completed
O05487,C00173,R0002,2025-03-18 07:00:00,1951.22,6,Clear,Low,Completed
O05488,C00506,R0006,2025-02-11 03:00:00,1897.04,6,Clear,High,Completed
O05489,C01154,R0046,2025-03-05 09:00:00,1770.83,1,Rainy,High,Completed
O05490,C00398,R0066,2025-03-06 17:00:00,1982.86,6,Rainy,Low,Completed
O05491,C00294,R0081,2025-02-01 10:00:00,814.3,1,Clear,Low,Completed
O05492,C00552,R0040,2025-01-29 03:00:00,1901.81,6,Clear,High,Completed
O05493,C01471,R0058,2025-02-04 15:00:00,1545.94,5,Clear,Medium,Completed
O05494,C00850,R0078,2025-02-16 15:00:00,420.07,2,Rainy,Low,Completed
O05495,C01040,R0074,2025-01-02 03:00:00,186.38,6,Cloudy,Low,Completed
O05496,C01663,R0033,2025-02-22 05:00:00,507.52,3,Cloudy,Medium,Completed
O05497,C00885,R0062,2025-01-18 07:00:00,1579.63,3,Cloudy,Medium,Completed
O05498,C01373,R0012,2025-03-28 08:00:00,1300.22,6,Rainy,Medium,Completed
O05499,C01004,R0096,2025-03-13 06:00:00,526.28,2,Clear,High,Completed
O05500,C01227,R0049,2025-01-23 13:00:00,1509.65,4,Clear,Low,Completed
O05501,C00134,R0088,2025-01-07 20:00:00,368.51,5,Clear,Medium,Completed
O05502,C00771,R0078,2025-02-11 00:00:00,1661.5,2,Clear,Low,Completed
O05503,C01550,R0005,2025-01-16 12:00:00,1608.91,3,Clear,Medium,Completed
O05504,C00508,R0051,2025-01-26 17:00:00,1947.89,5,Cloudy,High,Completed
O05505,C01090,R0069,2025-01-03 20:00:00,385.53,6,Rainy,Low,Cancelled
O05506,C00480,R0032,2025-03-06 07:00:00,1822.56,5,Clear,Medium,Completed
O05507,C00863,R0049,2025-03-11 02:00:00,748.1,3,Cloudy,Low,Cancelled
O05508,C00459,R0097,2025-01-05 04:00:00,890.51,2,Cloudy,Low,Completed
O05509,C01366,R0060,2025-01-01 00:00:00,990.05,4,Rainy,Low,Completed
O05510,C01731,R0046,2025-03-27 14:00:00,1291.12,5,Clear,Medium,Completed
O05511,C00626,R0068,2025-01-14 05:00:00,1990.05,6,Clear,High,Completed
O05512,C00159,R0094,2025-03-20 06:00:00,1239.92,5,Clear,Medium,Completed
O05513,C00161,R0041,2025-01-08 17:00:00,1860.76,5,Cloudy,High,Completed
O05514,C01278,R0081,2025-01-31 07:00:00,584.55,6,Clear,Medium,Completed
O05515,C01921,R0067,2025-01-15 06:00:00,856.98,6,Clear,Medium,Completed
O05516,C00940,R0013,2025-01-30 16:00:00,1058.55,6,Cloudy,High,Cancelled
O05517,C01551,R0100,2025-01-06 15:00:00,713.51,2,Clear,Low,Completed
O05518,C01573,R0018,2025-03-22 02:00:00,1956.05,5,Clear,Medium,Completed
O05519,C00155,R0087,2025-01-16 22:00:00,1478.8,6,Cloudy,Medium,Completed
O05520,C00486,R0099,2025-01-08 17:00:00,1009.87,3,Rainy,Low,Completed
O05521,C00432,R0097,2025-02-08 15:00:00,1527.48,3,Clear,Low,Completed
O05522,C01051,R0051,2025-02-10 03:00:00,988.14,6,Clear,Medium,Completed
O05523,C01004,R0036,2025-01-24 08:00:00,132.73,1,Cloudy,Medium,Completed
O05524,C01036,R0081,2025-02-19 13:00:00,1132.07,5,Clear,Medium,Completed
O05525,C00067,R0034,2025-02-07 09:00:00,1287.85,4,Clear,Medium,Completed
O05526,C00542,R0012,2025-03-22 08:00:00,1964.29,1,Rainy,Medium,Completed
O05527,C00096,R0005,2025-03-18 13:00:00,177.51,5,Rainy,High,Completed
O05528,C00215,R0048,2025-03-13 08:00:00,1072.98,5,Cloudy,High,Completed
O05529,C00194,R0091,2025-03-14 10:00:00,286.49,6,Clear,Medium,Completed
O05530,C01671,R0040,2025-02-19 04:00:00,383.09,2,Cloudy,Low,Completed
O05531,C01314,R0013,2025-02-05 17:00:00,1259.88,2,Clear,High,Completed
O05532,C01568,R0026,2025-01-12 20:00:00,539.98,3,Clear,Low,Completed
O05533,C00885,R0014,2025-03-30 18:00:00,1523.43,1,Clear,Medium,Completed
O05534,C00039,R0096,2025-03-10 15:00:00,1076.98,1,Clear,Medium,Completed
O05535,C01888,R0011,2025-01-28 17:00:00,514.6,6,Clear,Medium,Completed
O05536,C00939,R0038,2025-02-28 01:00:00,1038.2,1,Clear,Medium,Completed
O05537,C00939,R0080,2025-03-26 08:00:00,101.68,6,Clear,Medium,Completed
O05538,C00206,R0057,2025-02-08 17:00:00,1739.21,3,Cloudy,Low,Completed
O05539,C01923,R0022,2025-01-09 21:00:00,124.09,4,Rainy,High,Completed
O05540,C00942,R0016,2025-01-13 15:00:00,113.32,4,Clear,High,Completed
O05541,C01952,R0077,2025-02-28 11:00:00,1261.86,6,Cloudy,Medium,Completed
O05542,C00555,R0076,2025-01-09 07:00:00,1949.69,4,Clear,Medium,Completed
O05543,C00484,R0082,2025-01-28 22:00:00,1726.27,6,Rainy,Medium,Completed
O05544,C01361,R0029,2025-03-14 00:00:00,578.84,1,Clear,Low,Completed
O05545,C01520,R0082,2025-02-22 01:00:00,473.67,5,Cloudy,Medium,Completed
O05546,C00771,R0002,2025-02-06 14:00:00,1289.61,1,Rainy,Medium,Completed
O05547,C00249,R0054,2025-01-11 10:00:00,1663.01,6,Rainy,High,Completed
O05548,C01098,R0002,2025-01-21 17:00:00,787.95,5,Rainy,Medium,Completed
O05549,C00373,R0003,2025-03-24 19:00:00,921.47,2,Clear,High,Completed
O05550,C01855,R0093,2025-02-10 17:00:00,319.43,6,Clear,High,Completed
O05551,C00879,R0056,2025-02-02 15:00:00,390.37,6,Clear,Low,Completed
O05552,C01832,R0072,2025-01-23 10:00:00,1179.87,3,Rainy,Low,Completed
O05553,C01810,R0011,2025-02-07 12:00:00,295.05,4,Clear,Medium,Completed
O05554,C00835,R0076,2025-03-03 02:00:00,483.89,1,Clear,Medium,Cancelled
O05555,C00871,R0032,2025-01-09 17:00:00,545.89,1,Cloudy,High,Completed
O05556,C00702,R0004,2025-03-14 05:00:00,943.46,2,Clear,Low,Completed
O05557,C00138,R0009,2025-01-21 10:00:00,186.66,5,Clear,Medium,Completed
O05558,C00948,R0088,2025-03-13 05:00:00,1049.56,4,Clear,High,Completed
O05559,C00457,R0056,2025-03-15 01:00:00,1864.48,3,Cloudy,High,Completed
O05560,C00814,R0016,2025-03-21 22:00:00,146.48,5,Clear,Medium,Completed
O05561,C00823,R0081,2025-03-26 18:00:00,1298.87,5,Clear,Medium,Completed
O05562,C00942,R0086,2025-03-22 09:00:00,1688.1,6,Rainy,Low,Completed
O05563,C01867,R0071,2025-03-03 22:00:00,693.68,4,Cloudy,Medium,Completed
O05564,C00444,R0010,2025-03-25 11:00:00,349.89,3,Clear,Medium,Completed
O05565,C00353,R0093,2025-03-04 12:00:00,182.35,4,Cloudy,High,Cancelled
O05566,C00996,R0036,2025-01-09 05:00:00,1323.42,4,Cloudy,High,Completed
O05567,C00794,R0024,2025-03-23 23:00:00,1149.25,1,Cloudy,High,Completed
O05568,C00411,R0064,2025-01-22 16:00:00,535.66,3,Clear,Medium,Completed
O05569,C00678,R0056,2025-03-05 10:00:00,1680.07,5,Clear,Medium,Cancelled
O05570,C01814,R0078,2025-03-05 22:00:00,1497.46,4,Clear,High,Completed
O05571,C01562,R0078,2025-03-13 09:00:00,625.21,2,Clear,Low,Cancelled
O05572,C00453,R0089,2025-02-26 04:00:00,1531.39,3,Clear,Medium,Completed
O05573,C00419,R0022,2025-01-29 15:00:00,565.49,2,Rainy,Medium,Completed
O05574,C00450,R0052,2025-01-20 10:00:00,1383.01,5,Clear,Low,Completed
O05575,C00995,R0050,2025-01-25 19:00:00,325.24,3,Cloudy,Medium,Completed
O05576,C01609,R0047,2025-01-06 18:00:00,1415.25,1,Rainy,Low,Completed
O05577,C01139,R0023,2025-02-12 06:00:00,553.67,3,Rainy,High,Completed
O05578,C00051,R0096,2025-01-11 01:00:00,1187.69,5,Clear,Medium,Completed
O05579,C01393,R0090,2025-01-31 12:00:00,427.68,1,Cloudy,High,Completed
O05580,C01938,R0091,2025-01-06 14:00:00,1479.34,5,Rainy,High,Completed
O05581,C01707,R0076,2025-03-30 12:00:00,215.67,6,Cloudy,High,Completed
O05582,C01804,R0083,2025-03-04 22:00:00,414.29,3,Rainy,Low,Completed
O05583,C01539,R0019,2025-03-17 18:00:00,449.86,5,Cloudy,Medium,Completed
O05584,C00210,R0052,2025-02-01 13:00:00,178.55,3,Clear,Medium,Completed
O05585,C00888,R0034,2025-01-18 08:00:00,1515.52,1,Clear,High,Completed
O05586,C00998,R0096,2025-01-09 14:00:00,1963.81,3,Rainy,Low,Completed
O05587,C01927,R0029,2025-03-10 11:00:00,1578.96,5,Rainy,Medium,Completed
O05588,C00993,R0061,2025-01-13 22:00:00,1735.2,5,Clear,Medium,Completed
O05589,C01926,R0085,2025-02-25 11:00:00,111.41,6,Clear,High,Completed
O05590,C00850,R0035,2025-02-28 07:00:00,323.95,6,Clear,High,Completed
O05591,C01837,R0005,2025-03-06 14:00:00,1162.14,5,Rainy,Medium,Completed
O05592,C01919,R0076,2025-01-04 10:00:00,1957.95,2,Clear,Medium,Cancelled
O05593,C01878,R0007,2025-03-08 16:00:00,1355.35,2,Clear,Medium,Completed
O05594,C00627,R0041,2025-03-03 11:00:00,810.86,2,Rainy,High,Completed
O05595,C00679,R0002,2025-02-12 18:00:00,377.68,4,Clear,Low,Completed
O05596,C01459,R0089,2025-03-03 15:00:00,390.39,6,Cloudy,Low,Completed
O05597,C00777,R0010,2025-03-11 08:00:00,789.23,3,Clear,Medium,Completed
O05598,C01251,R0044,2025-03-16 06:00:00,1456.24,2,Clear,Low,Completed
O05599,C00663,R0070,2025-03-28 13:00:00,160.46,5,Cloudy,Medium,Completed
O05600,C00268,R0091,2025-03-08 22:00:00,1719.14,5,Clear,Low,Completed
O05601,C00116,R0035,2025-02-10 21:00:00,1888.95,2,Clear,High,Completed
O05602,C01624,R0062,2025-01-26 04:00:00,1788.75,6,Clear,Medium,Completed
O05603,C01854,R0074,2025-01-10 21:00:00,1834.75,2,Cloudy,Low,Completed
O05604,C00754,R0073,2025-01-31 10:00:00,129.14,5,Cloudy,High,Completed
O05605,C01384,R0020,2025-02-25 22:00:00,1957.81,2,Cloudy,High,Completed
O05606,C01353,R0035,2025-03-25 02:00:00,796.08,6,Clear,High,Completed
O05607,C01869,R0037,2025-02-26 16:00:00,1751.63,4,Rainy,Medium,Cancelled
O05608,C01064,R0072,2025-03-28 14:00:00,454.94,4,Clear,High,Completed
O05609,C00182,R0054,2025-02-10 17:00:00,948.4,6,Cloudy,Medium,Completed
O05610,C01514,R0095,2025-02-08 02:00:00,183.91,4,Clear,Medium,Completed
O05611,C01233,R0080,2025-03-10 05:00:00,176.14,1,Clear,Medium,Completed
O05612,C00903,R0028,2025-03-09 20:00:00,1892.22,4,Clear,Medium,Completed
O05613,C01297,R0070,2025-03-24 13:00:00,1640.15,5,Clear,Low,Completed
O05614,C01143,R0032,2025-01-25 06:00:00,1106.67,6,Clear,Medium,Completed
O05615,C01406,R0092,2025-01-20 03:00:00,1098.37,1,Clear,Medium,Completed
O05616,C00946,R0011,2025-01-06 15:00:00,1522.63,5,Rainy,Medium,Completed
O05617,C01560,R0042,2025-03-24 08:00:00,749.17,5,Cloudy,Medium,Completed
O05618,C00258,R0023,2025-02-10 17:00:00,1547.55,6,Rainy,Medium,Completed
O05619,C01507,R0030,2025-01-12 19:00:00,1021.52,6,Cloudy,Low,Completed
O05620,C00509,R0009,2025-01-01 16:00:00,1312.04,2,Clear,Low,Completed
O05621,C00092,R0092,2025-02-21 14:00:00,1933.18,6,Cloudy,Medium,Completed
O05622,C01185,R0088,2025-03-01 06:00:00,995.5,3,Cloudy,Medium,Completed
O05623,C00149,R0059,2025-02-22 19:00:00,894.97,4,Cloudy,High,Completed
O05624,C00117,R0028,2025-03-27 13:00:00,1820.92,6,Clear,Medium,Completed
O05625,C00458,R0088,2025-02-02 11:00:00,1814.9,3,Clear,Medium,Completed
O05626,C00565,R0079,2025-03-30 22:00:00,1985.6,3,Clear,Medium,Cancelled
O05627,C00814,R0033,2025-03-10 07:00:00,1146.64,2,Clear,High,Completed
O05628,C00045,R0047,2025-01-18 11:00:00,754.1,3,Clear,High,Completed
O05629,C01801,R0098,2025-03-18 02:00:00,556.74,4,Rainy,High,Completed
O05630,C00774,R0022,2025-02-05 19:00:00,164.78,1,Clear,Medium,Completed
O05631,C01843,R0029,2025-01-09 14:00:00,1480.78,5,Cloudy,Medium,Completed
O05632,C00234,R0034,2025-03-27 00:00:00,543.6,4,Clear,Medium,Completed
O05633,C01399,R0042,2025-01-05 18:00:00,1252.62,2,Cloudy,Low,Completed
O05634,C01571,R0052,2025-01-09 18:00:00,1841.53,1,Clear,High,Completed
O05635,C01874,R0047,2025-01-06 11:00:00,1905.41,2,Clear,Low,Completed
O05636,C01973,R0074,2025-02-28 05:00:00,108.38,4,Clear,High,Completed
O05637,C01939,R0051,2025-01-07 09:00:00,702.44,5,Clear,Low,Completed
O05638,C00197,R0045,2025-02-08 07:00:00,1691.02,3,Clear,Medium,Completed
O05639,C00025,R0094,2025-03-02 06:00:00,1119.25,6,Rainy,High,Completed
O05640,C00395,R0075,2025-02-09 15:00:00,1634.27,6,Clear,Medium,Completed
O05641,C00714,R0034,2025-02-27 21:00:00,1721.31,3,Clear,Medium,Completed
O05642,C01809,R0021,2025-03-13 13:00:00,940.99,2,Clear,High,Completed
O05643,C01060,R0013,2025-01-07 02:00:00,782.07,1,Clear,Low,Completed
O05644,C01498,R0054,2025-03-17 17:00:00,965.32,6,Cloudy,High,Completed
O05645,C00223,R0025,2025-01-30 18:00:00,1340.31,5,Rainy,High,Completed
O05646,C00864,R0021,2025-03-08 12:00:00,797.6,2,Cloudy,Medium,Completed
O05647,C01813,R0001,2025-03-05 11:00:00,1572.48,5,Rainy,Medium,Completed
O05648,C00530,R0058,2025-02-07 18:00:00,1817.59,6,Clear,High,Completed
O05649,C01212,R0069,2025-03-10 14:00:00,636.39,2,Clear,Medium,Completed
O05650,C01426,R0086,2025-03-13 20:00:00,1933.48,1,Rainy,High,Completed
O05651,C00257,R0071,2025-03-26 14:00:00,1283.18,4,Cloudy,Medium,Completed
O05652,C00654,R0013,2025-03-11 03:00:00,1768.52,3,Cloudy,Medium,Completed
O05653,C01160,R0052,2025-02-04 12:00:00,297.44,5,Clear,High,Completed
O05654,C01986,R0023,2025-02-25 17:00:00,577.85,5,Clear,Low,Completed
O05655,C01843,R0021,2025-01-01 10:00:00,709.94,1,Clear,Medium,Completed
O05656,C00591,R0006,2025-03-05 16:00:00,675.36,5,Rainy,Medium,Completed
O05657,C00444,R0020,2025-01-16 17:00:00,426.54,4,Rainy,Medium,Completed
O05658,C00418,R0076,2025-01-16 00:00:00,1749.58,4,Rainy,Low,Completed
O05659,C01316,R0040,2025-03-07 11:00:00,895.36,1,Clear,Medium,Completed
O05660,C00574,R0009,2025-01-27 17:00:00,1929.95,2,Clear,Medium,Completed
O05661,C00129,R0050,2025-01-24 20:00:00,1208.6,2,Clear,Low,Completed
O05662,C01011,R0028,2025-03-23 11:00:00,362.95,5,Cloudy,High,Completed
O05663,C00341,R0011,2025-03-08 00:00:00,1137.22,5,Clear,Low,Completed
O05664,C00810,R0096,2025-02-08 10:00:00,1987.74,1,Clear,Low,Completed
O05665,C01281,R0075,2025-03-06 05:00:00,1173.83,4,Clear,Medium,Completed
O05666,C00992,R0088,2025-03-17 14:00:00,103.55,1,Cloudy,Medium,Completed
O05667,C01748,R0056,2025-03-20 17:00:00,1872.85,2,Cloudy,High,Completed
O05668,C01590,R0079,2025-03-21 03:00:00,546.3,4,Rainy,Low,Completed
O05669,C01711,R0035,2025-02-21 03:00:00,1408.21,5,Clear,Low,Completed
O05670,C00100,R0081,2025-03-01 23:00:00,1078.65,2,Clear,Low,Completed
O05671,C00039,R0025,2025-02-14 00:00:00,718.32,3,Clear,Medium,Completed
O05672,C01950,R0099,2025-03-30 17:00:00,637.02,2,Clear,High,Completed
O05673,C00263,R0019,2025-03-04 18:00:00,1864.64,4,Cloudy,Medium,Completed
O05674,C00150,R0031,2025-03-09 22:00:00,1832.66,4,Cloudy,Medium,Completed
O05675,C01657,R0081,2025-02-10 04:00:00,1074.96,1,Rainy,High,Completed
O05676,C00690,R0050,2025-02-11 07:00:00,591.14,4,Clear,Medium,Cancelled
O05677,C00813,R0087,2025-01-21 14:00:00,294.45,3,Clear,Medium,Completed
O05678,C01354,R0063,2025-02-19 17:00:00,397.5,3,Clear,High,Completed
O05679,C01144,R0047,2025-01-30 06:00:00,1092.28,4,Rainy,High,Completed
O05680,C01608,R0001,2025-02-12 22:00:00,684.88,5,Cloudy,Medium,Completed
O05681,C00219,R0058,2025-02-28 11:00:00,179.93,4,Cloudy,Medium,Completed
O05682,C00906,R0010,2025-02-04 09:00:00,964.82,5,Cloudy,Low,Completed
O05683,C01934,R0008,2025-02-14 01:00:00,1517.76,4,Clear,Medium,Completed
O05684,C01838,R0026,2025-01-24 10:00:00,1794.22,2,Cloudy,Low,Completed
O05685,C01147,R0034,2025-01-16 06:00:00,1212.04,4,Clear,Medium,Completed
O05686,C00244,R0019,2025-02-03 01:00:00,1474.26,2,Clear,Medium,Completed
O05687,C00886,R0078,2025-01-27 11:00:00,791.73,5,Rainy,Low,Completed
O05688,C00587,R0072,2025-03-13 01:00:00,1042.85,4,Clear,Low,Completed
O05689,C00518,R0001,2025-02-11 02:00:00,1486.29,5,Rainy,Medium,Completed
O05690,C01045,R0048,2025-02-09 21:00:00,1482.55,3,Cloudy,Low,Completed
O05691,C00190,R0025,2025-02-05 14:00:00,906.6,6,Cloudy,High,Completed
O05692,C01249,R0024,2025-03-30 13:00:00,1132.97,1,Clear,High,Cancelled
O05693,C00915,R0047,2025-03-07 09:00:00,1855.33,5,Rainy,High,Completed
O05694,C00615,R0084,2025-03-01 18:00:00,1300.8,2,Clear,Medium,Completed
O05695,C00856,R0094,2025-01-01 07:00:00,1320.89,1,Cloudy,Medium,Completed
O05696,C00466,R0069,2025-01-31 16:00:00,1590.78,6,Cloudy,High,Completed
O05697,C00099,R0067,2025-01-04 08:00:00,318.92,4,Clear,Low,Completed
O05698,C00830,R0032,2025-02-18 06:00:00,1093.48,2,Clear,Medium,Completed
O05699,C01387,R0017,2025-01-10 21:00:00,1922.92,1,Rainy,Low,Completed
O05700,C00997,R0061,2025-03-04 07:00:00,787.15,1,Rainy,Low,Completed
O05701,C01107,R0069,2025-02-13 17:00:00,660.36,5,Cloudy,High,Completed
O05702,C01717,R0011,2025-01-08 18:00:00,1242.3,4,Cloudy,High,Completed
O05703,C01688,R0038,2025-03-21 09:00:00,520.13,4,Cloudy,Low,Completed
O05704,C00056,R0068,2025-01-27 05:00:00,1156.3,4,Cloudy,Low,Completed
O05705,C01726,R0019,2025-03-14 04:00:00,395.74,5,Clear,Low,Completed
O05706,C01954,R0087,2025-02-03 22:00:00,1201.61,5,Clear,High,Completed
O05707,C01046,R0017,2025-01-26 13:00:00,1244.52,4,Cloudy,High,Completed
O05708,C00580,R0013,2025-02-19 10:00:00,894.96,1,Clear,High,Completed
O05709,C00185,R0091,2025-02-11 00:00:00,827.22,6,Cloudy,High,Completed
O05710,C00522,R0001,2025-02-03 05:00:00,566.37,4,Rainy,Medium,Completed
O05711,C01602,R0002,2025-02-14 21:00:00,728.75,5,Clear,Medium,Completed
O05712,C00264,R0082,2025-01-03 18:00:00,1046.86,4,Rainy,Low,Completed
O05713,C01249,R0100,2025-01-23 15:00:00,570.55,5,Clear,High,Completed
O05714,C01659,R0097,2025-03-16 10:00:00,1587.39,4,Rainy,Medium,Completed
O05715,C01062,R0100,2025-01-22 15:00:00,1447.17,6,Clear,Medium,Completed
O05716,C01003,R0066,2025-02-09 09:00:00,611.68,1,Clear,Low,Completed
O05717,C00123,R0068,2025-03-02 14:00:00,285.13,1,Clear,Low,Completed
O05718,C01854,R0016,2025-02-14 02:00:00,100.34,5,Cloudy,Low,Completed
O05719,C01180,R0004,2025-02-16 08:00:00,1233.77,5,Rainy,Medium,Cancelled
O05720,C01930,R0057,2025-02-09 10:00:00,501.59,2,Clear,High,Completed
O05721,C00301,R0073,2025-01-06 15:00:00,123.91,3,Clear,High,Completed
O05722,C00833,R0085,2025-02-03 00:00:00,782.26,2,Clear,Low,Completed
O05723,C01091,R0023,2025-02-17 08:00:00,1927.8,5,Clear,Medium,Completed
O05724,C01929,R0002,2025-02-26 18:00:00,1410.89,6,Cloudy,Low,Completed
O05725,C00645,R0067,2025-01-24 02:00:00,1729.75,5,Rainy,Medium,Completed
O05726,C00874,R0087,2025-02-09 09:00:00,375.0,4,Cloudy,Medium,Completed
O05727,C00394,R0026,2025-02-26 22:00:00,239.25,2,Cloudy,High,Completed
O05728,C01676,R0007,2025-02-09 12:00:00,121.91,3,Clear,Low,Cancelled
O05729,C01618,R0100,2025-01-05 07:00:00,1915.76,2,Clear,High,Completed
O05730,C01594,R0044,2025-02-13 14:00:00,670.39,1,Clear,Medium,Completed
O05731,C00661,R0033,2025-03-19 12:00:00,973.06,1,Rainy,Medium,Completed
O05732,C01429,R0064,2025-02-10 03:00:00,849.59,2,Cloudy,Low,Completed
O05733,C01473,R0036,2025-02-04 21:00:00,1487.87,6,Clear,Medium,Completed
O05734,C01155,R0004,2025-03-07 22:00:00,688.93,2,Clear,Low,Completed
O05735,C00069,R0023,2025-02-06 17:00:00,1117.36,6,Rainy,Medium,Completed
O05736,C01369,R0025,2025-01-18 15:00:00,1991.61,5,Cloudy,Medium,Completed
O05737,C00762,R0090,2025-01-09 19:00:00,943.72,6,Rainy,Low,Cancelled
O05738,C00320,R0092,2025-02-20 15:00:00,1147.42,4,Cloudy,Medium,Completed
O05739,C00177,R0092,2025-02-06 16:00:00,1054.8,1,Clear,Medium,Completed
O05740,C00584,R0085,2025-02-01 10:00:00,1626.05,3,Clear,High,Completed
O05741,C01553,R0074,2025-02-16 17:00:00,607.0,4,Clear,High,Completed
O05742,C01865,R0027,2025-01-30 04:00:00,423.83,6,Clear,Medium,Completed
O05743,C01184,R0051,2025-01-16 10:00:00,1532.78,2,Clear,High,Completed
O05744,C00582,R0079,2025-03-14 04:00:00,889.67,1,Clear,Medium,Completed
O05745,C01649,R0081,2025-02-18 11:00:00,1836.08,2,Clear,High,Completed
O05746,C01768,R0099,2025-02-08 00:00:00,1323.9,1,Clear,Medium,Completed
O05747,C01557,R0069,2025-03-18 04:00:00,1172.25,3,Clear,Medium,Completed
O05748,C01159,R0080,2025-02-03 09:00:00,233.87,4,Cloudy,Low,Completed
O05749,C01799,R0023,2025-02-11 05:00:00,1487.78,3,Clear,Medium,Completed
O05750,C00111,R0009,2025-01-29 03:00:00,1403.48,3,Rainy,High,Completed
O05751,C00999,R0033,2025-01-18 07:00:00,1316.14,4,Clear,Low,Completed
O05752,C00758,R0035,2025-02-18 10:00:00,609.03,6,Clear,Medium,Completed
O05753,C00283,R0050,2025-02-10 01:00:00,1898.8,4,Cloudy,Medium,Completed
O05754,C01544,R0024,2025-03-09 12:00:00,711.14,6,Clear,High,Completed
O05755,C01993,R0088,2025-03-05 23:00:00,389.24,3,Rainy,High,Completed
O05756,C01820,R0024,2025-01-11 08:00:00,1975.68,2,Clear,Medium,Completed
O05757,C01743,R0019,2025-03-20 14:00:00,1517.87,4,Clear,Medium,Completed
O05758,C00194,R0039,2025-01-24 20:00:00,888.1,3,Clear,Medium,Completed
O05759,C00967,R0061,2025-03-17 08:00:00,1878.24,3,Clear,High,Completed
O05760,C01071,R0025,2025-02-03 05:00:00,273.12,3,Cloudy,Low,Completed
O05761,C00978,R0095,2025-02-11 16:00:00,266.56,2,Clear,High,Completed
O05762,C00342,R0025,2025-02-01 16:00:00,1396.66,5,Clear,Low,Completed
O05763,C01266,R0027,2025-01-13 04:00:00,438.15,5,Clear,Low,Completed
O05764,C00522,R0032,2025-01-09 05:00:00,1842.57,4,Rainy,Medium,Completed
O05765,C01394,R0011,2025-01-04 07:00:00,1696.68,5,Clear,High,Completed
O05766,C00801,R0069,2025-02-28 16:00:00,682.1,1,Clear,Medium,Completed
O05767,C00903,R0033,2025-01-06 16:00:00,1788.8,6,Clear,High,Completed
O05768,C00131,R0019,2025-01-09 20:00:00,181.49,4,Clear,High,Completed
