order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,order_status,delivery_id,driver_id,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,tip_amount,order_hour,day_of_week,is_weekend,traffic_condition_Low,traffic_condition_Medium,weather_Cloudy,weather_Rainy
O05508,C00459,R0097,2025-01-05 04:00:00,890.51,2,Completed,DL05508,D0082,3.7,30,62.0,90.54,4,6,1,1,0,1,0
O05509,C01366,R0060,2025-01-01 00:00:00,990.05,4,Completed,DL05509,D0270,5.05,32,72.0,119.81,0,2,0,1,0,0,1
O05510,C01731,R0046,2025-03-27 14:00:00,1291.12,5,Completed,DL05510,D0385,12.61,22,83.1,109.64,14,3,0,0,1,0,0
O05511,C00626,R0068,2025-01-14 05:00:00,1990.05,6,Completed,DL05511,D0295,6.01,37,81.9,92.85,5,1,0,0,0,0,0
O05512,C00159,R0094,2025-03-20 06:00:00,1239.92,5,Completed,DL05512,D0019,10.08,36,89.0,170.65,6,3,0,0,1,0,0
O05513,C00161,R0041,2025-01-08 17:00:00,1860.76,5,Completed,DL05513,D0323,9.18,41,97.7,253.92,17,2,0,0,0,1,0
O05514,C01278,R0081,2025-01-31 07:00:00,584.55,6,Completed,DL05514,D0342,10.61,29,92.2,40.81,7,4,0,0,1,0,0
O05515,C01921,R0067,2025-01-15 06:00:00,856.98,6,Completed,DL05515,D0175,12.53,22,85.9,90.37,6,2,0,0,1,0,0
O05516,C00940,R0013,2025-01-30 16:00:00,1058.55,6,Cancelled,DL05516,D0179,5.19,11,63.4,127.09,16,3,0,0,0,1,0
O05517,C01551,R0100,2025-01-06 15:00:00,713.51,2,Completed,DL05517,D0489,13.23,28,75.5,23.71,15,0,0,1,0,0,0
O05518,C01573,R0018,2025-03-22 02:00:00,1956.05,5,Completed,DL05518,D0498,14.65,24,94.1,253.99,2,5,1,0,1,0,0
O05519,C00155,R0087,2025-01-16 22:00:00,1478.8,6,Completed,DL05519,D0193,10.42,36,84.6,170.42,22,3,0,0,1,1,0
O05520,C00486,R0099,2025-01-08 17:00:00,1009.87,3,Completed,DL05520,D0391,8.93,21,66.8,88.68,17,2,0,1,0,0,1
O05521,C00432,R0097,2025-02-08 15:00:00,1527.48,3,Completed,DL05521,D0477,14.77,19,67.9,213.26,15,5,1,1,0,0,0
O05522,C01051,R0051,2025-02-10 03:00:00,988.14,6,Completed,DL05522,D0303,2.28,37,74.1,120.63,3,0,0,0,1,0,0
O05523,C01004,R0036,2025-01-24 08:00:00,132.73,1,Completed,DL05523,D0263,6.38,13,50.6,11.15,8,4,0,0,1,1,0
O05524,C01036,R0081,2025-02-19 13:00:00,1132.07,5,Completed,DL05524,D0329,4.3,13,40.1,151.78,13,2,0,0,1,0,0
O05525,C00067,R0034,2025-02-07 09:00:00,1287.85,4,Completed,DL05525,D0373,2.14,37,71.4,172.5,9,4,0,0,1,0,0
O05526,C00542,R0012,2025-03-22 08:00:00,1964.29,1,Completed,DL05526,D0112,13.11,38,107.7,197.66,8,5,1,0,1,0,1
O05527,C00096,R0005,2025-03-18 13:00:00,177.51,5,Completed,DL05527,D0499,5.8,21,82.4,24.0,13,1,0,0,0,0,1
O05528,C00215,R0048,2025-03-13 08:00:00,1072.98,5,Completed,DL05528,D0224,2.93,31,79.6,123.34,8,3,0,0,0,1,0
O05529,C00194,R0091,2025-03-14 10:00:00,286.49,6,Completed,DL05529,D0058,6.36,13,47.0,9.33,10,4,0,0,1,0,0
O05530,C01671,R0040,2025-02-19 04:00:00,383.09,2,Completed,DL05530,D0364,6.32,34,71.8,51.33,4,2,0,1,0,1,0
O05531,C01314,R0013,2025-02-05 17:00:00,1259.88,2,Completed,DL05531,D0242,2.77,17,54.2,148.06,17,2,0,0,0,0,0
O05532,C01568,R0026,2025-01-12 20:00:00,539.98,3,Completed,DL05532,D0352,8.45,38,60.3,34.09,20,6,1,1,0,0,0
O05533,C00885,R0014,2025-03-30 18:00:00,1523.43,1,Completed,DL05533,D0440,2.43,16,42.2,58.6,18,6,1,0,1,0,0
O05534,C00039,R0096,2025-03-10 15:00:00,1076.98,1,Completed,DL05534,D0080,3.83,17,58.2,32.0,15,0,0,0,1,0,0
O05535,C01888,R0011,2025-01-28 17:00:00,514.6,6,Completed,DL05535,D0325,11.12,27,72.7,74.77,17,1,0,0,1,0,0
O05536,C00939,R0038,2025-02-28 01:00:00,1038.2,1,Completed,DL05536,D0418,5.25,35,81.4,100.77,1,4,0,0,1,0,0
O05537,C00939,R0080,2025-03-26 08:00:00,101.68,6,Completed,DL05537,D0176,10.03,18,68.5,2.87,8,2,0,0,1,0,0
O05538,C00206,R0057,2025-02-08 17:00:00,1739.21,3,Completed,DL05538,D0352,3.95,40,63.2,40.37,17,5,1,1,0,1,0
O05539,C01923,R0022,2025-01-09 21:00:00,124.09,4,Completed,DL05539,D0166,8.41,15,83.6,4.22,21,3,0,0,0,0,1
O05540,C00942,R0016,2025-01-13 15:00:00,113.32,4,Completed,DL05540,D0424,2.44,24,71.0,12.35,15,0,0,0,0,0,0
O05541,C01952,R0077,2025-02-28 11:00:00,1261.86,6,Completed,DL05541,D0339,1.6,27,50.5,59.56,11,4,0,0,1,1,0
O05542,C00555,R0076,2025-01-09 07:00:00,1949.69,4,Completed,DL05542,D0097,8.7,19,65.9,169.56,7,3,0,0,1,0,0
O05543,C00484,R0082,2025-01-28 22:00:00,1726.27,6,Completed,DL05543,D0413,11.9,17,85.3,221.18,22,1,0,0,1,0,1
O05544,C01361,R0029,2025-03-14 00:00:00,578.84,1,Completed,DL05544,D0469,10.85,34,77.6,69.37,0,4,0,1,0,0,0
O05545,C01520,R0082,2025-02-22 01:00:00,473.67,5,Completed,DL05545,D0120,11.82,43,105.5,34.07,1,5,1,0,1,1,0
O05546,C00771,R0002,2025-02-06 14:00:00,1289.61,1,Completed,DL05546,D0165,7.79,15,72.1,166.99,14,3,0,0,1,0,1
O05547,C00249,R0054,2025-01-11 10:00:00,1663.01,6,Completed,DL05547,D0243,10.75,32,110.8,100.11,10,5,1,0,0,0,1
O05548,C01098,R0002,2025-01-21 17:00:00,787.95,5,Completed,DL05548,D0135,2.14,29,68.9,41.06,17,1,0,0,1,0,1
O05549,C00373,R0003,2025-03-24 19:00:00,921.47,2,Completed,DL05549,D0234,12.69,32,98.0,108.71,19,0,0,0,0,0,0
O05550,C01855,R0093,2025-02-10 17:00:00,319.43,6,Completed,DL05550,D0080,5.75,32,79.7,27.02,17,0,0,0,0,0,0
O05551,C00879,R0056,2025-02-02 15:00:00,390.37,6,Completed,DL05551,D0461,13.23,31,80.8,55.91,15,6,1,1,0,0,0
O05552,C01832,R0072,2025-01-23 10:00:00,1179.87,3,Completed,DL05552,D0039,9.09,32,83.5,65.08,10,3,0,1,0,0,1
O05553,C01810,R0011,2025-02-07 12:00:00,295.05,4,Completed,DL05553,D0252,2.4,18,48.5,26.22,12,4,0,0,1,0,0
O05554,C00835,R0076,2025-03-03 02:00:00,483.89,1,Cancelled,DL05554,D0357,6.86,38,83.1,22.42,2,0,0,0,1,0,0
O05555,C00871,R0032,2025-01-09 17:00:00,545.89,1,Completed,DL05555,D0146,12.26,30,107.0,16.61,17,3,0,0,0,1,0
O05556,C00702,R0004,2025-03-14 05:00:00,943.46,2,Completed,DL05556,D0394,4.4,39,57.4,41.89,5,4,0,1,0,0,0
O05557,C00138,R0009,2025-01-21 10:00:00,186.66,5,Completed,DL05557,D0184,3.55,12,42.4,5.16,10,1,0,0,1,0,0
O05558,C00948,R0088,2025-03-13 05:00:00,1049.56,4,Completed,DL05558,D0279,1.24,42,66.7,48.32,5,3,0,0,0,0,0
O05559,C00457,R0056,2025-03-15 01:00:00,1864.48,3,Completed,DL05559,D0087,10.64,25,90.1,42.8,1,5,1,0,0,1,0
O05560,C00814,R0016,2025-03-21 22:00:00,146.48,5,Completed,DL05560,D0440,6.26,37,74.4,5.53,22,4,0,0,1,0,0
O05561,C00823,R0081,2025-03-26 18:00:00,1298.87,5,Completed,DL05561,D0488,3.45,29,59.9,99.03,18,2,0,0,1,0,0
O05562,C00942,R0086,2025-03-22 09:00:00,1688.1,6,Completed,DL05562,D0228,9.41,19,74.0,94.86,9,5,1,1,0,0,1
O05563,C01867,R0071,2025-03-03 22:00:00,693.68,4,Completed,DL05563,D0417,3.01,37,68.9,43.53,22,0,0,0,1,1,0
O05564,C00444,R0010,2025-03-25 11:00:00,349.89,3,Completed,DL05564,D0429,11.14,17,68.9,14.78,11,1,0,0,1,0,0
O05565,C00353,R0093,2025-03-04 12:00:00,182.35,4,Cancelled,DL05565,D0106,9.17,33,91.9,25.72,12,1,0,0,0,1,0
O05566,C00996,R0036,2025-01-09 05:00:00,1323.42,4,Completed,DL05566,D0076,4.46,10,51.5,180.49,5,3,0,0,0,1,0
O05567,C00794,R0024,2025-03-23 23:00:00,1149.25,1,Completed,DL05567,D0212,13.24,26,102.7,72.42,23,6,1,0,0,1,0
O05568,C00411,R0064,2025-01-22 16:00:00,535.66,3,Completed,DL05568,D0379,8.83,29,79.5,74.59,16,2,0,0,1,0,0
O05569,C00678,R0056,2025-03-05 10:00:00,1680.07,5,Cancelled,DL05569,D0418,2.8,22,43.4,129.5,10,2,0,0,1,0,0
O05570,C01814,R0078,2025-03-05 22:00:00,1497.46,4,Completed,DL05570,D0390,11.06,22,79.6,87.49,22,2,0,0,0,0,0
O05571,C01562,R0078,2025-03-13 09:00:00,625.21,2,Cancelled,DL05571,D0120,5.4,40,64.1,92.94,9,3,0,1,0,0,0
O05572,C00453,R0089,2025-02-26 04:00:00,1531.39,3,Completed,DL05572,D0394,11.85,31,85.1,116.2,4,2,0,0,1,0,0
O05573,C00419,R0022,2025-01-29 15:00:00,565.49,2,Completed,DL05573,D0202,6.62,24,78.4,17.45,15,2,0,0,1,0,1
O05574,C00450,R0052,2025-01-20 10:00:00,1383.01,5,Completed,DL05574,D0323,2.06,24,45.8,132.55,10,0,0,1,0,0,0
O05575,C00995,R0050,2025-01-25 19:00:00,325.24,3,Completed,DL05575,D0166,9.82,43,92.2,14.19,19,5,1,0,1,1,0
O05576,C01609,R0047,2025-01-06 18:00:00,1415.25,1,Completed,DL05576,D0092,5.34,41,88.6,141.29,18,0,0,1,0,0,1
O05577,C01139,R0023,2025-02-12 06:00:00,553.67,3,Completed,DL05577,D0335,14.19,22,101.6,14.53,6,2,0,0,0,0,1
O05578,C00051,R0096,2025-01-11 01:00:00,1187.69,5,Completed,DL05578,D0428,12.62,29,86.0,40.86,1,5,1,0,1,0,0
O05579,C01393,R0090,2025-01-31 12:00:00,427.68,1,Completed,DL05579,D0255,5.95,34,86.1,25.93,12,4,0,0,0,1,0
O05580,C01938,R0091,2025-01-06 14:00:00,1479.34,5,Completed,DL05580,D0265,1.36,31,87.1,148.12,14,0,0,0,0,0,1
O05581,C01707,R0076,2025-03-30 12:00:00,215.67,6,Completed,DL05581,D0196,8.53,12,69.7,22.43,12,6,1,0,0,1,0
O05582,C01804,R0083,2025-03-04 22:00:00,414.29,3,Completed,DL05582,D0102,10.04,38,91.8,43.16,22,1,0,1,0,0,1
O05583,C01539,R0019,2025-03-17 18:00:00,449.86,5,Completed,DL05583,D0370,10.56,13,77.6,38.83,18,0,0,0,1,1,0
O05584,C00210,R0052,2025-02-01 13:00:00,178.55,3,Completed,DL05584,D0251,5.89,27,67.9,11.25,13,5,1,0,1,0,0
O05585,C00888,R0034,2025-01-18 08:00:00,1515.52,1,Completed,DL05585,D0414,2.98,30,66.1,202.35,8,5,1,0,0,0,0
O05586,C00998,R0096,2025-01-09 14:00:00,1963.81,3,Completed,DL05586,D0486,8.83,40,97.7,154.63,14,3,0,1,0,0,1
O05587,C01927,R0029,2025-03-10 11:00:00,1578.96,5,Completed,DL05587,D0318,7.82,43,98.6,192.24,11,0,0,0,1,0,1
O05588,C00993,R0061,2025-01-13 22:00:00,1735.2,5,Completed,DL05588,D0033,14.92,26,85.7,141.12,22,0,0,0,1,0,0
O05589,C01926,R0085,2025-02-25 11:00:00,111.41,6,Completed,DL05589,D0140,9.05,35,97.3,14.65,11,1,0,0,0,0,0
O05590,C00850,R0035,2025-02-28 07:00:00,323.95,6,Completed,DL05590,D0119,3.54,34,70.9,7.66,7,4,0,0,0,0,0
O05591,C01837,R0005,2025-03-06 14:00:00,1162.14,5,Completed,DL05591,D0483,6.06,13,63.6,63.77,14,3,0,0,1,0,1
O05592,C01919,R0076,2025-01-04 10:00:00,1957.95,2,Cancelled,DL05592,D0192,8.44,37,86.3,237.7,10,5,1,0,1,0,0
O05593,C01878,R0007,2025-03-08 16:00:00,1355.35,2,Completed,DL05593,D0076,12.73,11,74.1,148.92,16,5,1,0,1,0,0
O05594,C00627,R0041,2025-03-03 11:00:00,810.86,2,Completed,DL05594,D0163,7.73,12,74.6,111.84,11,0,0,0,0,0,1
O05595,C00679,R0002,2025-02-12 18:00:00,377.68,4,Completed,DL05595,D0490,12.21,38,89.8,36.63,18,2,0,1,0,0,0
O05596,C01459,R0089,2025-03-03 15:00:00,390.39,6,Completed,DL05596,D0102,3.18,37,57.7,56.31,15,0,0,1,0,1,0
O05597,C00777,R0010,2025-03-11 08:00:00,789.23,3,Completed,DL05597,D0062,6.35,36,67.7,109.68,8,1,0,0,1,0,0
O05598,C01251,R0044,2025-03-16 06:00:00,1456.24,2,Completed,DL05598,D0373,8.27,16,50.2,204.49,6,6,1,1,0,0,0
O05599,C00663,R0070,2025-03-28 13:00:00,160.46,5,Completed,DL05599,D0145,1.33,30,55.8,16.03,13,4,0,0,1,1,0
O05600,C00268,R0091,2025-03-08 22:00:00,1719.14,5,Completed,DL05600,D0481,11.63,23,69.3,233.32,22,5,1,1,0,0,0
O05601,C00116,R0035,2025-02-10 21:00:00,1888.95,2,Completed,DL05601,D0290,12.65,32,103.5,143.32,21,0,0,0,0,0,0
O05602,C01624,R0062,2025-01-26 04:00:00,1788.75,6,Completed,DL05602,D0083,5.54,44,80.4,262.45,4,6,1,0,1,0,0
O05603,C01854,R0074,2025-01-10 21:00:00,1834.75,2,Completed,DL05603,D0445,14.41,39,93.5,76.35,21,4,0,1,0,1,0
O05604,C00754,R0073,2025-01-31 10:00:00,129.14,5,Completed,DL05604,D0084,11.23,38,108.0,7.6,10,4,0,0,0,1,0
O05605,C01384,R0020,2025-02-25 22:00:00,1957.81,2,Completed,DL05605,D0474,12.61,18,87.3,169.46,22,1,0,0,0,1,0
O05606,C01353,R0035,2025-03-25 02:00:00,796.08,6,Completed,DL05606,D0062,10.17,32,95.0,115.4,2,1,0,0,0,0,0
O05607,C01869,R0037,2025-02-26 16:00:00,1751.63,4,Cancelled,DL05607,D0102,12.47,14,92.8,166.63,16,2,0,0,1,0,1
O05608,C01064,R0072,2025-03-28 14:00:00,454.94,4,Completed,DL05608,D0234,14.76,23,99.9,12.8,14,4,0,0,0,0,0
O05609,C00182,R0054,2025-02-10 17:00:00,948.4,6,Completed,DL05609,D0095,12.89,24,82.9,95.14,17,0,0,0,1,1,0
O05610,C01514,R0095,2025-02-08 02:00:00,183.91,4,Completed,DL05610,D0266,7.63,24,73.1,26.47,2,5,1,0,1,0,0
O05611,C01233,R0080,2025-03-10 05:00:00,176.14,1,Completed,DL05611,D0434,9.91,44,83.6,13.43,5,0,0,0,1,0,0
O05612,C00903,R0028,2025-03-09 20:00:00,1892.22,4,Completed,DL05612,D0119,9.12,20,60.4,111.95,20,6,1,0,1,0,0
O05613,C01297,R0070,2025-03-24 13:00:00,1640.15,5,Completed,DL05613,D0328,8.12,38,71.6,160.53,13,0,0,1,0,0,0
O05614,C01143,R0032,2025-01-25 06:00:00,1106.67,6,Completed,DL05614,D0308,11.78,17,73.4,120.54,6,5,1,0,1,0,0
O05615,C01406,R0092,2025-01-20 03:00:00,1098.37,1,Completed,DL05615,D0391,7.14,30,72.3,79.54,3,0,0,0,1,0,0
O05616,C00946,R0011,2025-01-06 15:00:00,1522.63,5,Completed,DL05616,D0426,5.34,24,82.7,45.6,15,0,0,0,1,0,1
O05617,C01560,R0042,2025-03-24 08:00:00,749.17,5,Completed,DL05617,D0313,1.59,21,49.6,51.39,8,0,0,0,1,1,0
O05618,C00258,R0023,2025-02-10 17:00:00,1547.55,6,Completed,DL05618,D0161,2.23,42,83.9,128.95,17,0,0,0,1,0,1
O05619,C01507,R0030,2025-01-12 19:00:00,1021.52,6,Completed,DL05619,D0438,4.1,17,38.8,89.4,19,6,1,1,0,1,0
O05620,C00509,R0009,2025-01-01 16:00:00,1312.04,2,Completed,DL05620,D0239,3.15,33,56.0,145.78,16,2,0,1,0,0,0
O05621,C00092,R0092,2025-02-21 14:00:00,1933.18,6,Completed,DL05621,D0234,1.4,41,63.2,42.8,14,4,0,0,1,1,0
O05622,C01185,R0088,2025-03-01 06:00:00,995.5,3,Completed,DL05622,D0470,10.75,16,59.9,134.25,6,5,1,0,1,1,0
O05623,C00149,R0059,2025-02-22 19:00:00,894.97,4,Completed,DL05623,D0227,11.65,34,103.7,88.39,19,5,1,0,0,1,0
O05624,C00117,R0028,2025-03-27 13:00:00,1820.92,6,Completed,DL05624,D0439,5.96,26,66.6,161.65,13,3,0,0,1,0,0
O05625,C00458,R0088,2025-02-02 11:00:00,1814.9,3,Completed,DL05625,D0265,14.81,40,111.8,74.34,11,6,1,0,1,0,0
O05626,C00565,R0079,2025-03-30 22:00:00,1985.6,3,Cancelled,DL05626,D0173,9.23,19,64.3,70.94,22,6,1,0,1,0,0
O05627,C00814,R0033,2025-03-10 07:00:00,1146.64,2,Completed,DL05627,D0294,2.4,17,59.2,106.27,7,0,0,0,0,0,0
O05628,C00045,R0047,2025-01-18 11:00:00,754.1,3,Completed,DL05628,D0147,6.11,10,57.3,85.4,11,5,1,0,0,0,0
O05629,C01801,R0098,2025-03-18 02:00:00,556.74,4,Completed,DL05629,D0480,9.15,18,95.9,66.31,2,1,0,0,0,0,1
O05630,C00774,R0022,2025-02-05 19:00:00,164.78,1,Completed,DL05630,D0354,14.38,35,98.6,15.53,19,2,0,0,1,0,0
O05631,C01843,R0029,2025-01-09 14:00:00,1480.78,5,Completed,DL05631,D0300,10.56,19,81.7,97.92,14,3,0,0,1,1,0
O05632,C00234,R0034,2025-03-27 00:00:00,543.6,4,Completed,DL05632,D0318,1.12,35,65.0,20.88,0,3,0,0,1,0,0
O05633,C01399,R0042,2025-01-05 18:00:00,1252.62,2,Completed,DL05633,D0235,10.37,27,72.3,117.25,18,6,1,1,0,1,0
O05634,C01571,R0052,2025-01-09 18:00:00,1841.53,1,Completed,DL05634,D0397,10.17,12,86.7,116.51,18,3,0,0,0,0,0
O05635,C01874,R0047,2025-01-06 11:00:00,1905.41,2,Completed,DL05635,D0214,13.06,37,92.0,238.46,11,0,0,1,0,0,0
O05636,C01973,R0074,2025-02-28 05:00:00,108.38,4,Completed,DL05636,D0291,2.84,26,61.9,9.32,5,4,0,0,0,0,0
O05637,C01939,R0051,2025-01-07 09:00:00,702.44,5,Completed,DL05637,D0049,12.3,24,67.2,34.54,9,1,0,1,0,0,0
O05638,C00197,R0045,2025-02-08 07:00:00,1691.02,3,Completed,DL05638,D0297,13.26,44,105.1,216.4,7,5,1,0,1,0,0
O05639,C00025,R0094,2025-03-02 06:00:00,1119.25,6,Completed,DL05639,D0055,12.23,34,114.1,155.38,6,6,1,0,0,0,1
O05640,C00395,R0075,2025-02-09 15:00:00,1634.27,6,Completed,DL05640,D0207,6.75,22,62.9,71.67,15,6,1,0,1,0,0
O05641,C00714,R0034,2025-02-27 21:00:00,1721.31,3,Completed,DL05641,D0399,10.67,11,61.5,157.69,21,3,0,0,1,0,0
O05642,C01809,R0021,2025-03-13 13:00:00,940.99,2,Completed,DL05642,D0356,12.44,44,109.2,122.48,13,3,0,0,0,0,0
O05643,C01060,R0013,2025-01-07 02:00:00,782.07,1,Completed,DL05643,D0096,14.25,31,83.7,103.65,2,1,0,1,0,0,0
O05644,C01498,R0054,2025-03-17 17:00:00,965.32,6,Completed,DL05644,D0142,5.68,27,82.3,92.44,17,0,0,0,0,1,0
O05645,C00223,R0025,2025-01-30 18:00:00,1340.31,5,Completed,DL05645,D0478,3.9,30,85.5,119.51,18,3,0,0,0,0,1
O05646,C00864,R0021,2025-03-08 12:00:00,797.6,2,Completed,DL05646,D0443,11.59,20,83.1,20.84,12,5,1,0,1,1,0
O05647,C01813,R0001,2025-03-05 11:00:00,1572.48,5,Completed,DL05647,D0174,2.36,13,48.9,180.91,11,2,0,0,1,0,1
O05648,C00530,R0058,2025-02-07 18:00:00,1817.59,6,Completed,DL05648,D0078,8.88,34,94.7,79.57,18,4,0,0,0,0,0
O05649,C01212,R0069,2025-03-10 14:00:00,636.39,2,Completed,DL05649,D0028,13.05,43,99.1,85.87,14,0,0,0,1,0,0
O05650,C01426,R0086,2025-03-13 20:00:00,1933.48,1,Completed,DL05650,D0187,4.12,14,72.2,236.89,20,3,0,0,0,0,1
O05651,C00257,R0071,2025-03-26 14:00:00,1283.18,4,Completed,DL05651,D0498,6.43,42,80.5,191.49,14,2,0,0,1,1,0
O05652,C00654,R0013,2025-03-11 03:00:00,1768.52,3,Completed,DL05652,D0099,12.54,16,70.7,160.91,3,1,0,0,1,1,0
O05653,C01160,R0052,2025-02-04 12:00:00,297.44,5,Completed,DL05653,D0422,8.03,37,90.6,23.87,12,1,0,0,0,0,0
O05654,C01986,R0023,2025-02-25 17:00:00,577.85,5,Completed,DL05654,D0040,3.49,29,39.6,34.43,17,1,0,1,0,0,0
O05655,C01843,R0021,2025-01-01 10:00:00,709.94,1,Completed,DL05655,D0179,2.18,19,45.5,17.83,10,2,0,0,1,0,0
O05656,C00591,R0006,2025-03-05 16:00:00,675.36,5,Completed,DL05656,D0482,8.8,39,111.1,69.28,16,2,0,0,1,0,1
O05657,C00444,R0020,2025-01-16 17:00:00,426.54,4,Completed,DL05657,D0069,1.3,12,60.8,61.05,17,3,0,0,1,0,1
O05658,C00418,R0076,2025-01-16 00:00:00,1749.58,4,Completed,DL05658,D0472,5.76,37,76.1,142.59,0,3,0,1,0,0,1
O05659,C01316,R0040,2025-03-07 11:00:00,895.36,1,Completed,DL05659,D0137,9.57,40,87.8,52.15,11,4,0,0,1,0,0
O05660,C00574,R0009,2025-01-27 17:00:00,1929.95,2,Completed,DL05660,D0395,1.08,40,69.1,208.91,17,0,0,0,1,0,0
O05661,C00129,R0050,2025-01-24 20:00:00,1208.6,2,Completed,DL05661,D0368,13.15,11,65.9,136.43,20,4,0,1,0,0,0
O05662,C01011,R0028,2025-03-23 11:00:00,362.95,5,Completed,DL05662,D0276,14.4,40,117.8,41.03,11,6,1,0,0,1,0
O05663,C00341,R0011,2025-03-08 00:00:00,1137.22,5,Completed,DL05663,D0290,6.75,27,57.2,164.38,0,5,1,1,0,0,0
O05664,C00810,R0096,2025-02-08 10:00:00,1987.74,1,Completed,DL05664,D0231,1.57,19,33.4,71.29,10,5,1,1,0,0,0
O05665,C01281,R0075,2025-03-06 05:00:00,1173.83,4,Completed,DL05665,D0069,4.92,41,75.5,147.32,5,3,0,0,1,0,0
O05666,C00992,R0088,2025-03-17 14:00:00,103.55,1,Completed,DL05666,D0121,10.28,17,71.7,3.18,14,0,0,0,1,1,0
O05667,C01748,R0056,2025-03-20 17:00:00,1872.85,2,Completed,DL05667,D0161,1.6,30,71.7,208.42,17,3,0,0,0,1,0
O05668,C01590,R0079,2025-03-21 03:00:00,546.3,4,Completed,DL05668,D0156,12.96,30,85.7,64.52,3,4,0,1,0,0,1
O05669,C01711,R0035,2025-02-21 03:00:00,1408.21,5,Completed,DL05669,D0181,12.25,30,72.0,102.2,3,4,0,1,0,0,0
O05670,C00100,R0081,2025-03-01 23:00:00,1078.65,2,Completed,DL05670,D0164,7.48,40,72.0,122.35,23,5,1,1,0,0,0
O05671,C00039,R0025,2025-02-14 00:00:00,718.32,3,Completed,DL05671,D0297,11.79,36,100.9,33.39,0,4,0,0,1,0,0
O05672,C01950,R0099,2025-03-30 17:00:00,637.02,2,Completed,DL05672,D0158,3.38,38,79.7,15.44,17,6,1,0,0,0,0
O05673,C00263,R0019,2025-03-04 18:00:00,1864.64,4,Completed,DL05673,D0239,14.39,23,92.0,80.42,18,1,0,0,1,1,0
O05674,C00150,R0031,2025-03-09 22:00:00,1832.66,4,Completed,DL05674,D0027,7.97,18,71.8,69.48,22,6,1,0,1,1,0
O05675,C01657,R0081,2025-02-10 04:00:00,1074.96,1,Completed,DL05675,D0178,14.79,20,111.0,138.86,4,0,0,0,0,0,1
O05676,C00690,R0050,2025-02-11 07:00:00,591.14,4,Cancelled,DL05676,D0490,8.37,16,58.2,32.69,7,1,0,0,1,0,0
O05677,C00813,R0087,2025-01-21 14:00:00,294.45,3,Completed,DL05677,D0252,10.93,14,69.4,33.59,14,1,0,0,1,0,0
O05678,C01354,R0063,2025-02-19 17:00:00,397.5,3,Completed,DL05678,D0139,12.2,17,87.1,50.91,17,2,0,0,0,0,0
O05679,C01144,R0047,2025-01-30 06:00:00,1092.28,4,Completed,DL05679,D0401,12.08,12,93.1,157.45,6,3,0,0,0,0,1
O05680,C01608,R0001,2025-02-12 22:00:00,684.88,5,Completed,DL05680,D0122,11.31,42,106.2,87.17,22,2,0,0,1,1,0
O05681,C00219,R0058,2025-02-28 11:00:00,179.93,4,Completed,DL05681,D0178,2.91,28,71.9,23.34,11,4,0,0,1,1,0
O05682,C00906,R0010,2025-02-04 09:00:00,964.82,5,Completed,DL05682,D0108,6.72,41,75.4,62.42,9,1,0,1,0,1,0
O05683,C01934,R0008,2025-02-14 01:00:00,1517.76,4,Completed,DL05683,D0032,8.58,18,62.4,87.56,1,4,0,0,1,0,0
O05684,C01838,R0026,2025-01-24 10:00:00,1794.22,2,Completed,DL05684,D0023,10.92,20,69.5,133.89,10,4,0,1,0,1,0
O05685,C01147,R0034,2025-01-16 06:00:00,1212.04,4,Completed,DL05685,D0173,6.54,44,91.3,130.96,6,3,0,0,1,0,0
O05686,C00244,R0019,2025-02-03 01:00:00,1474.26,2,Completed,DL05686,D0018,8.8,21,65.3,88.79,1,0,0,0,1,0,0
O05687,C00886,R0078,2025-01-27 11:00:00,791.73,5,Completed,DL05687,D0406,6.93,21,65.9,18.87,11,0,0,1,0,0,1
O05688,C00587,R0072,2025-03-13 01:00:00,1042.85,4,Completed,DL05688,D0028,10.99,43,85.5,94.76,1,3,0,1,0,0,0
O05689,C00518,R0001,2025-02-11 02:00:00,1486.29,5,Completed,DL05689,D0305,2.11,43,86.3,36.18,2,1,0,0,1,0,1
O05690,C01045,R0048,2025-02-09 21:00:00,1482.55,3,Completed,DL05690,D0298,11.0,39,86.6,180.27,21,6,1,1,0,1,0
O05691,C00190,R0025,2025-02-05 14:00:00,906.6,6,Completed,DL05691,D0271,12.74,12,91.3,32.45,14,2,0,0,0,1,0
O05692,C01249,R0024,2025-03-30 13:00:00,1132.97,1,Cancelled,DL05692,D0276,1.18,43,79.7,157.33,13,6,1,0,0,0,0
O05693,C00915,R0047,2025-03-07 09:00:00,1855.33,5,Completed,DL05693,D0416,8.48,41,111.8,168.46,9,4,0,0,0,0,1
O05694,C00615,R0084,2025-03-01 18:00:00,1300.8,2,Completed,DL05694,D0471,4.51,24,52.8,134.21,18,5,1,0,1,0,0
O05695,C00856,R0094,2025-01-01 07:00:00,1320.89,1,Completed,DL05695,D0056,7.05,17,61.8,90.08,7,2,0,0,1,1,0
O05696,C00466,R0069,2025-01-31 16:00:00,1590.78,6,Completed,DL05696,D0456,11.44,18,89.1,166.36,16,4,0,0,0,1,0
O05697,C00099,R0067,2025-01-04 08:00:00,318.92,4,Completed,DL05697,D0309,11.86,35,80.7,16.9,8,5,1,1,0,0,0
